# MEAN_SAMPLE_SIZE = 90438
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_RESPONSE_TO_CALCIUM_ION             SET     144    -0.017549   -0.0015267     0.071625      0.59678 GOBP_RESPONSE_TO_CALCIUM_ION
GOBP_RESPONSE_TO_CAMP                    SET      85     0.016926    0.0011331     0.088707      0.42434 GOBP_RESPONSE_TO_CAMP
GOBP_RESPONSE_TO_CAMPTOTHECIN            SET       5     -0.11717   -0.0019065      0.49583      0.59341 GOBP_RESPONSE_TO_CAMPTOTHECIN
GOBP_RESPONSE_TO_CARBOHYDRATE            SET     213     0.052268    0.0055201     0.055554       0.1734 GOBP_RESPONSE_TO_CARBOHYDRATE
GOBP_RESPONSE_TO_CATECHOLAMI...          SET     103     -0.13409   -0.0098764     0.084599       0.9435 GOBP_RESPONSE_TO_CATECHOLAMINE
GOBP_RESPONSE_TO_CELL_CYCLE_...          SET       7      0.24375    0.0046925      0.24573      0.16062 GOBP_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING
GOBP_RESPONSE_TO_CGMP                    SET       8     0.019054   0.00039212      0.27579      0.47246 GOBP_RESPONSE_TO_CGMP
GOBP_RESPONSE_TO_CHEMOKINE               SET      86    -0.050942   -0.0034302     0.097879      0.69863 GOBP_RESPONSE_TO_CHEMOKINE
GOBP_RESPONSE_TO_CHOLESTEROL             SET      23      0.30093     0.010497      0.17844     0.045864 GOBP_RESPONSE_TO_CHOLESTEROL
GOBP_RESPONSE_TO_CISPLATIN               SET       6     0.083476    0.0014878       0.3775       0.4125 GOBP_RESPONSE_TO_CISPLATIN
GOBP_RESPONSE_TO_COBALT_ION              SET       9     -0.33649   -0.0073448      0.25731      0.90451 GOBP_RESPONSE_TO_COBALT_ION
GOBP_RESPONSE_TO_COCAINE                 SET      46     -0.10428    -0.005141      0.13141      0.78627 GOBP_RESPONSE_TO_COCAINE
GOBP_RESPONSE_TO_COLD                    SET      50    -0.062289   -0.0032012      0.12354      0.69293 GOBP_RESPONSE_TO_COLD
GOBP_RESPONSE_TO_COPPER_ION              SET      38     -0.19326   -0.0086611      0.14225      0.91286 GOBP_RESPONSE_TO_COPPER_ION
GOBP_RESPONSE_TO_CORTICOSTER...1         SET     156   -0.0085031   -0.0007697     0.067629      0.55003 GOBP_RESPONSE_TO_CORTICOSTEROID
GOBP_RESPONSE_TO_CORTICOSTER...2         SET      14       -0.257   -0.0069956      0.23634      0.86157 GOBP_RESPONSE_TO_CORTICOSTERONE
GOBP_RESPONSE_TO_CORTICOTROP...          SET       5     -0.82295     -0.01339      0.45265      0.96546 GOBP_RESPONSE_TO_CORTICOTROPIN_RELEASING_HORMONE
GOBP_RESPONSE_TO_CORTISOL                SET       5     -0.36792   -0.0059865      0.45274      0.79179 GOBP_RESPONSE_TO_CORTISOL
GOBP_RESPONSE_TO_CYTOKINE                SET     842   -0.0058921   -0.0012162     0.029793      0.57839 GOBP_RESPONSE_TO_CYTOKINE
GOBP_RESPONSE_TO_DEXAMETHASO...          SET      42      0.22224      0.01047      0.12467     0.037328 GOBP_RESPONSE_TO_DEXAMETHASONE
GOBP_RESPONSE_TO_DIACYL_BACT...          SET       4     -0.77777    -0.011319      0.47677      0.94858 GOBP_RESPONSE_TO_DIACYL_BACTERIAL_LIPOPEPTIDE
GOBP_RESPONSE_TO_DIETARY_EXC...          SET      32   -0.0091523  -0.00037646      0.15241      0.52394 GOBP_RESPONSE_TO_DIETARY_EXCESS
GOBP_RESPONSE_TO_DISACCHARIDE            SET       7      0.38137    0.0073418      0.24779     0.061901 GOBP_RESPONSE_TO_DISACCHARIDE
GOBP_RESPONSE_TO_DOPAMINE                SET      87      -0.1355    -0.009177     0.089975      0.93396 GOBP_RESPONSE_TO_DOPAMINE
GOBP_RESPONSE_TO_DSRNA                   SET      53      0.10248    0.0054217      0.11544      0.18735 GOBP_RESPONSE_TO_DSRNA
GOBP_RESPONSE_TO_ELECTRICAL_...          SET      40      0.15037    0.0069137       0.1309      0.12534 GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS
GOBP_RESPONSE_TO_ENDOGENOUS_...          SET    1614     0.026006    0.0072713     0.021731      0.11571 GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS
GOBP_RESPONSE_TO_ENDOPLASMIC...          SET     245     0.051783    0.0058603     0.051141      0.15564 GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_RESPONSE_TO_EPIDERMAL_G...          SET      46      0.14843    0.0073176      0.10833     0.085332 GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR
GOBP_RESPONSE_TO_EPINEPHRINE             SET      14    -0.034292  -0.00093343      0.25763      0.55294 GOBP_RESPONSE_TO_EPINEPHRINE
GOBP_RESPONSE_TO_ERYTHROPOIE...          SET       6     -0.42668   -0.0076049      0.30526       0.9189 GOBP_RESPONSE_TO_ERYTHROPOIETIN
GOBP_RESPONSE_TO_ESTRADIOL               SET     116    -0.053142   -0.0041526     0.077842       0.7526 GOBP_RESPONSE_TO_ESTRADIOL
GOBP_RESPONSE_TO_ESTROGEN                SET      65   -0.0054572  -0.00031964      0.10537      0.52065 GOBP_RESPONSE_TO_ESTROGEN
GOBP_RESPONSE_TO_ETHANOL                 SET     120    -0.083571   -0.0066413     0.076048      0.86409 GOBP_RESPONSE_TO_ETHANOL
GOBP_RESPONSE_TO_ETHER                   SET      10     -0.16092   -0.0037025      0.26423      0.72875 GOBP_RESPONSE_TO_ETHER
GOBP_RESPONSE_TO_EXTRACELLUL...          SET     474     0.028371    0.0044384     0.038185      0.22875 GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GOBP_RESPONSE_TO_FATTY_ACID              SET      61  -1.7315e-05  -9.8259e-07      0.11285      0.50006 GOBP_RESPONSE_TO_FATTY_ACID
GOBP_RESPONSE_TO_FIBROBLAST_...          SET     104     0.042246    0.0031268     0.081911      0.30301 GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR
GOBP_RESPONSE_TO_FLUID_SHEAR...          SET      31     0.071149    0.0028806      0.16565      0.33377 GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS
GOBP_RESPONSE_TO_FLUORIDE                SET       5      0.32676    0.0053167      0.33662      0.16586 GOBP_RESPONSE_TO_FLUORIDE
GOBP_RESPONSE_TO_FOLIC_ACID              SET      11     -0.38186   -0.0092142      0.28123      0.91273 GOBP_RESPONSE_TO_FOLIC_ACID
GOBP_RESPONSE_TO_FOLLICLE_ST...          SET      16       0.2019     0.005875      0.22279       0.1824 GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE
GOBP_RESPONSE_TO_FOOD                    SET      35       0.1147    0.0049339      0.14047       0.2071 GOBP_RESPONSE_TO_FOOD
GOBP_RESPONSE_TO_FORSKOLIN               SET      13      0.20262    0.0053149      0.28354      0.23743 GOBP_RESPONSE_TO_FORSKOLIN
GOBP_RESPONSE_TO_FRUCTOSE                SET       7     -0.27026   -0.0052028      0.21558      0.89501 GOBP_RESPONSE_TO_FRUCTOSE
GOBP_RESPONSE_TO_FUNGUS                  SET      62    -0.071001   -0.0040619      0.10457      0.75143 GOBP_RESPONSE_TO_FUNGUS
GOBP_RESPONSE_TO_GAMMA_RADIA...          SET      54     -0.16262   -0.0086842      0.10785      0.93418 GOBP_RESPONSE_TO_GAMMA_RADIATION
GOBP_RESPONSE_TO_GLUCAGON                SET      20      -0.1294   -0.0042094      0.19447      0.74711 GOBP_RESPONSE_TO_GLUCAGON
GOBP_RESPONSE_TO_GLYCOPROTEIN            SET       8      0.63629     0.013095      0.31962     0.023258 GOBP_RESPONSE_TO_GLYCOPROTEIN
GOBP_RESPONSE_TO_GLYCOSIDE               SET       6      0.18069    0.0032206      0.31614      0.28381 GOBP_RESPONSE_TO_GLYCOSIDE
GOBP_RESPONSE_TO_GONADOTROPIN            SET      27     0.025493   0.00096334      0.16959      0.44025 GOBP_RESPONSE_TO_GONADOTROPIN
GOBP_RESPONSE_TO_GONADOTROPI...          SET       5     -0.29324   -0.0047713      0.34788      0.80036 GOBP_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE
GOBP_RESPONSE_TO_GRANULOCYTE...          SET       9      0.25643    0.0055973      0.27412      0.17478 GOBP_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR
GOBP_RESPONSE_TO_GRAVITY                 SET      10      0.13523    0.0031113      0.24956      0.29396 GOBP_RESPONSE_TO_GRAVITY
GOBP_RESPONSE_TO_GROWTH_FACT...          SET     670     0.071554     0.013238     0.032891     0.014803 GOBP_RESPONSE_TO_GROWTH_FACTOR
GOBP_RESPONSE_TO_GROWTH_HORM...          SET      31     -0.07569   -0.0030644      0.16066      0.68122 GOBP_RESPONSE_TO_GROWTH_HORMONE
GOBP_RESPONSE_TO_HEAT                    SET     104     -0.11216   -0.0083013     0.081862      0.91467 GOBP_RESPONSE_TO_HEAT
GOBP_RESPONSE_TO_HEPARIN                 SET       6      0.48054     0.008565      0.40979      0.12048 GOBP_RESPONSE_TO_HEPARIN
GOBP_RESPONSE_TO_HEPATOCYTE_...          SET      19      0.15955    0.0050586      0.19058      0.20125 GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR
GOBP_RESPONSE_TO_HERBICIDE               SET       5      0.45191     0.007353      0.33501     0.088688 GOBP_RESPONSE_TO_HERBICIDE
GOBP_RESPONSE_TO_HISTAMINE               SET      11       0.1046    0.0025241      0.30149      0.36431 GOBP_RESPONSE_TO_HISTAMINE
GOBP_RESPONSE_TO_HORMONE                 SET     823    0.0080952    0.0016529     0.029873       0.3932 GOBP_RESPONSE_TO_HORMONE
GOBP_RESPONSE_TO_HUMAN_CHORI...          SET       5      0.58038    0.0094433      0.44494     0.096058 GOBP_RESPONSE_TO_HUMAN_CHORIONIC_GONADOTROPIN
GOBP_RESPONSE_TO_HYDROGEN_PE...          SET     111    0.0047607   0.00036395      0.07544      0.47484 GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE
GOBP_RESPONSE_TO_HYDROPEROXI...          SET      18     -0.13225   -0.0040814      0.20079      0.74493 GOBP_RESPONSE_TO_HYDROPEROXIDE
GOBP_RESPONSE_TO_HYDROSTATIC...          SET       6     -0.18406   -0.0032806      0.32905      0.71204 GOBP_RESPONSE_TO_HYDROSTATIC_PRESSURE
GOBP_RESPONSE_TO_HYDROXYUREA             SET      11     -0.16369   -0.0039497       0.2439      0.74893 GOBP_RESPONSE_TO_HYDROXYUREA
GOBP_RESPONSE_TO_HYPEROXIA               SET      17     -0.21675   -0.0065009      0.18442      0.88006 GOBP_RESPONSE_TO_HYPEROXIA
GOBP_RESPONSE_TO_IMMOBILIZAT...          SET      16      0.44239     0.012873      0.20929     0.017275 GOBP_RESPONSE_TO_IMMOBILIZATION_STRESS
GOBP_RESPONSE_TO_INACTIVITY              SET      11      0.28314    0.0068321      0.27789      0.15414 GOBP_RESPONSE_TO_INACTIVITY
GOBP_RESPONSE_TO_INCREASED_O...          SET      23    -0.079512   -0.0027734       0.1584      0.69215 GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS
GOBP_RESPONSE_TO_INDOLE_3_ME...          SET       6     -0.25456   -0.0045371      0.33213      0.77829 GOBP_RESPONSE_TO_INDOLE_3_METHANOL
GOBP_RESPONSE_TO_INORGANIC_S...          SET     527    -0.039044   -0.0064313     0.036202      0.85959 GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE
GOBP_RESPONSE_TO_INSECTICIDE             SET       7     0.045176   0.00086968       0.3526      0.44903 GOBP_RESPONSE_TO_INSECTICIDE
GOBP_RESPONSE_TO_INSULIN                 SET     255    0.0048143   0.00055569     0.051293      0.46261 GOBP_RESPONSE_TO_INSULIN
GOBP_RESPONSE_TO_INTERFERON_...1         SET      18      0.23413    0.0072255      0.22393       0.1479 GOBP_RESPONSE_TO_INTERFERON_ALPHA
GOBP_RESPONSE_TO_INTERFERON_...2         SET      30     0.023696   0.00094378       0.1713      0.44499 GOBP_RESPONSE_TO_INTERFERON_BETA
GOBP_RESPONSE_TO_INTERLEUKIN...1         SET     117      0.15874     0.012457     0.083214     0.028227 GOBP_RESPONSE_TO_INTERLEUKIN_1
GOBP_RESPONSE_TO_INTERLEUKIN...2         SET       7     0.061762     0.001189      0.40233        0.439 GOBP_RESPONSE_TO_INTERLEUKIN_12
GOBP_RESPONSE_TO_INTERLEUKIN...3         SET       8    -0.046538  -0.00095774      0.30442      0.56075 GOBP_RESPONSE_TO_INTERLEUKIN_15
GOBP_RESPONSE_TO_INTERLEUKIN...4         SET      15     -0.13853    -0.003903      0.22201      0.73367 GOBP_RESPONSE_TO_INTERLEUKIN_17
GOBP_RESPONSE_TO_INTERLEUKIN...5         SET      11      0.26866    0.0064828      0.28236      0.17069 GOBP_RESPONSE_TO_INTERLEUKIN_18
GOBP_RESPONSE_TO_INTERLEUKIN...6         SET       6    -0.039629  -0.00070632      0.33542      0.54702 GOBP_RESPONSE_TO_INTERLEUKIN_2
GOBP_RESPONSE_TO_INTERLEUKIN...7         SET       6    -0.083723   -0.0014922      0.26752      0.62284 GOBP_RESPONSE_TO_INTERLEUKIN_3
GOBP_RESPONSE_TO_INTERLEUKIN...8         SET      32     0.079753    0.0032805       0.1243      0.26056 GOBP_RESPONSE_TO_INTERLEUKIN_4
GOBP_RESPONSE_TO_INTERLEUKIN...9         SET      35      0.16891    0.0072657      0.15283      0.13455 GOBP_RESPONSE_TO_INTERLEUKIN_6
GOBP_RESPONSE_TO_INTERLEUKIN...10        SET      13    -0.074146   -0.0019449      0.23507      0.62378 GOBP_RESPONSE_TO_INTERLEUKIN_7
GOBP_RESPONSE_TO_IONIZING_RA...          SET     140    -0.021092   -0.0018095     0.065959      0.62543 GOBP_RESPONSE_TO_IONIZING_RADIATION
GOBP_RESPONSE_TO_IRON_II_ION             SET       6     -0.48739    -0.008687      0.32383      0.93384 GOBP_RESPONSE_TO_IRON_II_ION
GOBP_RESPONSE_TO_IRON_ION                SET      29     -0.31969    -0.012519       0.1473        0.985 GOBP_RESPONSE_TO_IRON_ION
GOBP_RESPONSE_TO_ISCHEMIA                SET      55     0.024888    0.0013413      0.11208      0.41214 GOBP_RESPONSE_TO_ISCHEMIA
GOBP_RESPONSE_TO_KETONE                  SET     190     0.019611    0.0019573     0.060753      0.37343 GOBP_RESPONSE_TO_KETONE
GOBP_RESPONSE_TO_LAMINAR_FLU...          SET      11     -0.21972   -0.0053018      0.28935      0.77617 GOBP_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS
GOBP_RESPONSE_TO_LEAD_ION                SET      20     -0.23941   -0.0077877      0.19784      0.88687 GOBP_RESPONSE_TO_LEAD_ION
GOBP_RESPONSE_TO_LECTIN                  SET      20    -0.031182   -0.0010143      0.20252      0.56118 GOBP_RESPONSE_TO_LECTIN
GOBP_RESPONSE_TO_LEPTIN                  SET      21      0.17527    0.0058421      0.18186      0.16758 GOBP_RESPONSE_TO_LEPTIN
GOBP_RESPONSE_TO_LEUCINE                 SET      14     0.076734    0.0020887      0.22818      0.36833 GOBP_RESPONSE_TO_LEUCINE
GOBP_RESPONSE_TO_LEUKEMIA_IN...          SET      92      -0.1653     -0.01151      0.08936      0.96782 GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR
GOBP_RESPONSE_TO_LIGHT_INTEN...          SET      16    -0.054404    -0.001583      0.21566      0.59958 GOBP_RESPONSE_TO_LIGHT_INTENSITY
GOBP_RESPONSE_TO_LIGHT_STIMU...          SET     303     0.044267    0.0055626     0.047119      0.17375 GOBP_RESPONSE_TO_LIGHT_STIMULUS
GOBP_RESPONSE_TO_LIPID                   SET     858     0.029536    0.0061515     0.029554      0.15881 GOBP_RESPONSE_TO_LIPID
GOBP_RESPONSE_TO_LIPOTEICHOI...          SET      10    -0.030667  -0.00070558      0.27921      0.54373 GOBP_RESPONSE_TO_LIPOTEICHOIC_ACID
GOBP_RESPONSE_TO_LITHIUM_ION             SET      25     0.060463    0.0021987      0.16552      0.35745 GOBP_RESPONSE_TO_LITHIUM_ION
GOBP_RESPONSE_TO_LUTEINIZING...          SET       8      0.18116    0.0037281      0.26472      0.24689 GOBP_RESPONSE_TO_LUTEINIZING_HORMONE
GOBP_RESPONSE_TO_L_ASCORBIC_...          SET       5      0.41126    0.0066916      0.40507      0.15499 GOBP_RESPONSE_TO_L_ASCORBIC_ACID
GOBP_RESPONSE_TO_L_GLUTAMATE             SET      11     0.078655    0.0018979      0.28043      0.38956 GOBP_RESPONSE_TO_L_GLUTAMATE
GOBP_RESPONSE_TO_L_PHENYLALA...          SET       6     -0.32709   -0.0058299      0.30324      0.85962 GOBP_RESPONSE_TO_L_PHENYLALANINE_DERIVATIVE
GOBP_RESPONSE_TO_MACROPHAGE_...          SET      17      0.53824     0.016143      0.21841    0.0068677 GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR
GOBP_RESPONSE_TO_MAGNESIUM_I...          SET      20      -0.5113    -0.016632      0.19434      0.99574 GOBP_RESPONSE_TO_MAGNESIUM_ION
GOBP_RESPONSE_TO_MANGANESE_I...          SET      20    0.0045227   0.00014712      0.18506      0.49025 GOBP_RESPONSE_TO_MANGANESE_ION
GOBP_RESPONSE_TO_MECHANICAL_...          SET     204     0.019322    0.0019975     0.061362      0.37643 GOBP_RESPONSE_TO_MECHANICAL_STIMULUS
GOBP_RESPONSE_TO_MERCURY_ION             SET      11     -0.33232   -0.0080188      0.23314      0.92297 GOBP_RESPONSE_TO_MERCURY_ION
GOBP_RESPONSE_TO_METAL_ION               SET     350    -0.061143   -0.0082471     0.044577       0.9149 GOBP_RESPONSE_TO_METAL_ION
GOBP_RESPONSE_TO_METHYLMERCU...          SET       5     -0.22089   -0.0035941      0.38254      0.71817 GOBP_RESPONSE_TO_METHYLMERCURY
GOBP_RESPONSE_TO_MINERALOCOR...          SET      33     -0.02737   -0.0011432      0.15316      0.57091 GOBP_RESPONSE_TO_MINERALOCORTICOID
GOBP_RESPONSE_TO_MISFOLDED_P...          SET      23      0.18061    0.0062999      0.16238      0.13302 GOBP_RESPONSE_TO_MISFOLDED_PROTEIN
GOBP_RESPONSE_TO_MITOCHONDRI...          SET      19    -0.012528  -0.00039721      0.17437      0.52864 GOBP_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION
GOBP_RESPONSE_TO_MOLECULE_OF...1         SET     332      0.04248    0.0055832     0.046824      0.18215 GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN
GOBP_RESPONSE_TO_MOLECULE_OF...2         SET       4     -0.23731   -0.0034537      0.40229      0.72237 GOBP_RESPONSE_TO_MOLECULE_OF_FUNGAL_ORIGIN
GOBP_RESPONSE_TO_MONOSACCHAR...          SET     186     0.043513    0.0042975     0.059435      0.23206 GOBP_RESPONSE_TO_MONOSACCHARIDE
GOBP_RESPONSE_TO_MORPHINE                SET      28     0.055328    0.0021291      0.16321      0.36731 GOBP_RESPONSE_TO_MORPHINE
GOBP_RESPONSE_TO_MURAMYL_DIP...          SET      19     -0.09403   -0.0029814      0.16761       0.7126 GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE
GOBP_RESPONSE_TO_MUSCLE_ACTI...          SET      23     0.015011   0.00052358      0.16429       0.4636 GOBP_RESPONSE_TO_MUSCLE_ACTIVITY
GOBP_RESPONSE_TO_MUSCLE_INAC...          SET       8     0.047597   0.00097954      0.32984      0.44263 GOBP_RESPONSE_TO_MUSCLE_INACTIVITY
GOBP_RESPONSE_TO_MUSCLE_STRE...          SET      25      0.03455    0.0012564      0.18287      0.42508 GOBP_RESPONSE_TO_MUSCLE_STRETCH
GOBP_RESPONSE_TO_NEMATODE                SET       7      0.30799    0.0059292      0.31055      0.16066 GOBP_RESPONSE_TO_NEMATODE
GOBP_RESPONSE_TO_NERVE_GROWT...          SET      47     -0.18268    -0.009103      0.12304      0.93118 GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR
GOBP_RESPONSE_TO_NICOTINE                SET      46     0.035545    0.0017523       0.1312      0.39323 GOBP_RESPONSE_TO_NICOTINE
GOBP_RESPONSE_TO_NITRIC_OXIDE            SET      20     -0.28287   -0.0092015      0.16663       0.9552 GOBP_RESPONSE_TO_NITRIC_OXIDE
GOBP_RESPONSE_TO_NITROGEN_CO...          SET    1051      0.02028    0.0046497     0.026299      0.22032 GOBP_RESPONSE_TO_NITROGEN_COMPOUND
GOBP_RESPONSE_TO_NITROSATIVE...          SET      10     -0.19428     -0.00447      0.24567      0.78548 GOBP_RESPONSE_TO_NITROSATIVE_STRESS
GOBP_RESPONSE_TO_NUTRIENT                SET     147      0.14365     0.012626     0.070825     0.021273 GOBP_RESPONSE_TO_NUTRIENT
GOBP_RESPONSE_TO_ODORANT                 SET       5      0.16025    0.0026074      0.38924      0.34028 GOBP_RESPONSE_TO_ODORANT
GOBP_RESPONSE_TO_OLEIC_ACID              SET       5      0.16623    0.0027047      0.44022      0.35287 GOBP_RESPONSE_TO_OLEIC_ACID
GOBP_RESPONSE_TO_ORGANIC_CYC...          SET     877     -0.01522   -0.0032031     0.029065      0.69974 GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND
GOBP_RESPONSE_TO_ORGANOPHOSP...          SET     122    -0.054181   -0.0043411     0.074202      0.76735 GOBP_RESPONSE_TO_ORGANOPHOSPHORUS
GOBP_RESPONSE_TO_OSMOTIC_STR...          SET      83    -0.074172   -0.0049069      0.09082      0.79294 GOBP_RESPONSE_TO_OSMOTIC_STRESS
GOBP_RESPONSE_TO_OXIDATIVE_S...          SET     399       0.0155    0.0022293     0.040383      0.35055 GOBP_RESPONSE_TO_OXIDATIVE_STRESS
GOBP_RESPONSE_TO_OXYGEN_CONT...          SET    1666     0.013918    0.0039476     0.021371      0.25745 GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND
GOBP_RESPONSE_TO_OXYGEN_GLUC...          SET       7    -0.082319   -0.0015847      0.27909      0.61598 GOBP_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION
GOBP_RESPONSE_TO_OXYGEN_LEVE...          SET     298     0.021513    0.0026813     0.048276      0.32794 GOBP_RESPONSE_TO_OXYGEN_LEVELS
GOBP_RESPONSE_TO_OXYGEN_RADI...          SET      23      0.22419      0.00782      0.16359     0.085282 GOBP_RESPONSE_TO_OXYGEN_RADICAL
GOBP_RESPONSE_TO_OZONE                   SET       6     -0.06087   -0.0010849      0.39729      0.56088 GOBP_RESPONSE_TO_OZONE
GOBP_RESPONSE_TO_PAIN                    SET      33    -0.078042   -0.0032598      0.14316      0.70717 GOBP_RESPONSE_TO_PAIN
GOBP_RESPONSE_TO_PARATHYROID...          SET      10      0.41731    0.0096013      0.27393     0.063833 GOBP_RESPONSE_TO_PARATHYROID_HORMONE
GOBP_RESPONSE_TO_PEPTIDE                 SET     475     0.015396    0.0024111     0.038515      0.34468 GOBP_RESPONSE_TO_PEPTIDE
GOBP_RESPONSE_TO_PEPTIDE_HOR...          SET     396     0.014365    0.0020585     0.042222      0.36684 GOBP_RESPONSE_TO_PEPTIDE_HORMONE
GOBP_RESPONSE_TO_PEPTIDOGLYC...          SET      13   -0.0026256  -6.8872e-05       0.1952      0.50537 GOBP_RESPONSE_TO_PEPTIDOGLYCAN
GOBP_RESPONSE_TO_PH                      SET      42      0.14338    0.0067551      0.12936      0.13385 GOBP_RESPONSE_TO_PH
GOBP_RESPONSE_TO_PHEROMONE               SET       6     0.088892    0.0015844      0.34147      0.39731 GOBP_RESPONSE_TO_PHEROMONE
GOBP_RESPONSE_TO_PHORBOL_13_...          SET       6     -0.15035   -0.0026797      0.27087      0.71057 GOBP_RESPONSE_TO_PHORBOL_13_ACETATE_12_MYRISTATE
GOBP_RESPONSE_TO_PLATELET_DE...          SET      22      0.21544    0.0073496      0.17126      0.10422 GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR
GOBP_RESPONSE_TO_POTASSIUM_I...          SET      18     -0.02792  -0.00086165      0.16985      0.56528 GOBP_RESPONSE_TO_POTASSIUM_ION
GOBP_RESPONSE_TO_PROGESTERONE            SET      39     0.014304   0.00064943      0.14002      0.45932 GOBP_RESPONSE_TO_PROGESTERONE
GOBP_RESPONSE_TO_PROSTAGLAND...1         SET      30    -0.094642   -0.0037695      0.17195      0.70897 GOBP_RESPONSE_TO_PROSTAGLANDIN
GOBP_RESPONSE_TO_PROSTAGLAND...2         SET      22       -0.171   -0.0058335      0.19652      0.80788 GOBP_RESPONSE_TO_PROSTAGLANDIN_E
GOBP_RESPONSE_TO_PROTOZOAN               SET      28      0.07856    0.0030231      0.15776      0.30926 GOBP_RESPONSE_TO_PROTOZOAN
GOBP_RESPONSE_TO_PURINE_CONT...          SET     136    -0.053578   -0.0045308     0.070268      0.77711 GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND
GOBP_RESPONSE_TO_RADIATION               SET     427     0.028654      0.00426     0.039657      0.23499 GOBP_RESPONSE_TO_RADIATION
GOBP_RESPONSE_TO_REACTIVE_OX...          SET     184     0.074008    0.0072702     0.059545      0.10696 GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES
GOBP_RESPONSE_TO_REDOX_STATE             SET      13      0.34345     0.009009      0.21293     0.053384 GOBP_RESPONSE_TO_REDOX_STATE
GOBP_RESPONSE_TO_RETINOIC_AC...          SET     106     0.024497    0.0018303     0.086375      0.38836 GOBP_RESPONSE_TO_RETINOIC_ACID
GOBP_RESPONSE_TO_SALT                    SET     366   -0.0080498   -0.0011098      0.04452      0.57174 GOBP_RESPONSE_TO_SALT
GOBP_RESPONSE_TO_SALT_STRESS             SET      27     -0.20629   -0.0077954      0.16704      0.89157 GOBP_RESPONSE_TO_SALT_STRESS
GOBP_RESPONSE_TO_SELENIUM_ION            SET       9        0.169    0.0036888       0.2536      0.25259 GOBP_RESPONSE_TO_SELENIUM_ION
GOBP_RESPONSE_TO_SODIUM_ARSE...          SET       5     -0.17788   -0.0028943      0.34041      0.69935 GOBP_RESPONSE_TO_SODIUM_ARSENITE
GOBP_RESPONSE_TO_SODIUM_PHOS...          SET       7     -0.15739   -0.0030299      0.36721      0.66589 GOBP_RESPONSE_TO_SODIUM_PHOSPHATE
GOBP_RESPONSE_TO_SORBITOL                SET       7    -0.076653   -0.0014757      0.30662       0.5987 GOBP_RESPONSE_TO_SORBITOL
GOBP_RESPONSE_TO_STARVATION              SET     193    -0.037695   -0.0037916     0.058456      0.74048 GOBP_RESPONSE_TO_STARVATION
GOBP_RESPONSE_TO_STEROID_HOR...          SET     318     0.030095    0.0038726     0.047513      0.26324 GOBP_RESPONSE_TO_STEROID_HORMONE
GOBP_RESPONSE_TO_STEROL                  SET      28      0.17053    0.0065623      0.16464      0.15015 GOBP_RESPONSE_TO_STEROL
GOBP_RESPONSE_TO_STEROL_DEPL...          SET      18     -0.68588    -0.021167      0.21236      0.99938 GOBP_RESPONSE_TO_STEROL_DEPLETION
GOBP_RESPONSE_TO_STILBENOID              SET       5     -0.58213   -0.0094718      0.42515      0.91453 GOBP_RESPONSE_TO_STILBENOID
GOBP_RESPONSE_TO_STIMULUS_IN...          SET      12   -0.0070789  -0.00017841      0.21539      0.51311 GOBP_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION
