# MEAN_SAMPLE_SIZE = 90438
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_RESPONSE_TO_SYMBIONT                SET       5      -0.1652   -0.0026879      0.35513      0.67909 GOBP_RESPONSE_TO_SYMBIONT
GOBP_RESPONSE_TO_TEMPERATURE...          SET     172    -0.048657   -0.0046228     0.063932      0.77669 GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS
GOBP_RESPONSE_TO_TESTOSTERONE            SET      38      0.13439     0.006023      0.12119      0.13373 GOBP_RESPONSE_TO_TESTOSTERONE
GOBP_RESPONSE_TO_THYROGLOBUL...          SET       5     -0.39159   -0.0063716      0.44704      0.80947 GOBP_RESPONSE_TO_THYROGLOBULIN_TRIIODOTHYRONINE
GOBP_RESPONSE_TO_THYROID_HOR...          SET      29      -0.1823    -0.007139      0.16138      0.87068 GOBP_RESPONSE_TO_THYROID_HORMONE
GOBP_RESPONSE_TO_THYROXINE               SET       5     -0.38573   -0.0062763      0.32839      0.87992 GOBP_RESPONSE_TO_THYROXINE
GOBP_RESPONSE_TO_TOPOLOGICAL...          SET     157      0.10246    0.0093045     0.062747     0.051247 GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN
GOBP_RESPONSE_TO_TOXIC_SUBST...          SET     212     -0.07401   -0.0077982     0.057811      0.89976 GOBP_RESPONSE_TO_TOXIC_SUBSTANCE
GOBP_RESPONSE_TO_TRANSFORMIN...          SET     257     0.086407     0.010012     0.052814     0.050922 GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
GOBP_RESPONSE_TO_TUMOR_CELL              SET      39     -0.10972   -0.0049816      0.14274      0.77896 GOBP_RESPONSE_TO_TUMOR_CELL
GOBP_RESPONSE_TO_TUMOR_NECRO...          SET     227     0.062387    0.0067993     0.054235      0.12502 GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
GOBP_RESPONSE_TO_TYPE_III_IN...          SET       8     0.061844    0.0012727      0.32171      0.42378 GOBP_RESPONSE_TO_TYPE_III_INTERFERON
GOBP_RESPONSE_TO_TYPE_II_INT...          SET     124    -0.014999   -0.0012115     0.078356       0.5759 GOBP_RESPONSE_TO_TYPE_II_INTERFERON
GOBP_RESPONSE_TO_TYPE_I_INTE...          SET      77     -0.05568   -0.0035485     0.098222       0.7146 GOBP_RESPONSE_TO_TYPE_I_INTERFERON
GOBP_RESPONSE_TO_UV                      SET     149     0.071924    0.0063641     0.064607       0.1328 GOBP_RESPONSE_TO_UV
GOBP_RESPONSE_TO_UV_A                    SET      14      0.10646     0.002898      0.24136      0.32957 GOBP_RESPONSE_TO_UV_A
GOBP_RESPONSE_TO_UV_B                    SET      21      0.38716     0.012905         0.17     0.011387 GOBP_RESPONSE_TO_UV_B
GOBP_RESPONSE_TO_UV_C                    SET      14      0.22671     0.006171      0.23456       0.1669 GOBP_RESPONSE_TO_UV_C
GOBP_RESPONSE_TO_VASOPRESSIN             SET       8     -0.20724    -0.004265      0.30898       0.7488 GOBP_RESPONSE_TO_VASOPRESSIN
GOBP_RESPONSE_TO_VIRUS                   SET     379     0.032583    0.0045698     0.043166      0.22518 GOBP_RESPONSE_TO_VIRUS
GOBP_RESPONSE_TO_VITAMIN                 SET      82     0.067288    0.0044247      0.10021      0.25097 GOBP_RESPONSE_TO_VITAMIN
GOBP_RESPONSE_TO_VITAMIN_A               SET      17    -0.084685   -0.0025399       0.1923      0.67016 GOBP_RESPONSE_TO_VITAMIN_A
GOBP_RESPONSE_TO_VITAMIN_D               SET      35      0.37131     0.015972       0.1697      0.01434 GOBP_RESPONSE_TO_VITAMIN_D
GOBP_RESPONSE_TO_VITAMIN_E               SET      10      0.33286    0.0076584      0.23481     0.078165 GOBP_RESPONSE_TO_VITAMIN_E
GOBP_RESPONSE_TO_VITAMIN_K               SET       6     0.028937   0.00051576      0.35828      0.46781 GOBP_RESPONSE_TO_VITAMIN_K
GOBP_RESPONSE_TO_WATER                   SET      14     0.081174    0.0022096      0.22278      0.35779 GOBP_RESPONSE_TO_WATER
GOBP_RESPONSE_TO_WATER_DEPRI...          SET       7      0.28961    0.0055752       0.3201      0.18281 GOBP_RESPONSE_TO_WATER_DEPRIVATION
GOBP_RESPONSE_TO_WOUNDING                SET     538     0.010677    0.0017764     0.036438      0.38475 GOBP_RESPONSE_TO_WOUNDING
GOBP_RESPONSE_TO_XENOBIOTIC_...          SET     413    -0.090923    -0.013299     0.044405      0.97969 GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS
GOBP_RESPONSE_TO_X_RAY                   SET      31    -0.087436     -0.00354      0.13441      0.74231 GOBP_RESPONSE_TO_X_RAY
GOBP_RESPONSE_TO_YEAST                   SET       7     -0.05349   -0.0010297      0.34085      0.56235 GOBP_RESPONSE_TO_YEAST
GOBP_RESPONSE_TO_ZINC_ION                SET      44    -0.073457   -0.0035419       0.1237      0.72368 GOBP_RESPONSE_TO_ZINC_ION
GOBP_RESPONSE_TO_ZINC_ION_ST...          SET       9     0.034572   0.00075462      0.24215      0.44324 GOBP_RESPONSE_TO_ZINC_ION_STARVATION
GOBP_RETICULOPHAGY                       SET      18      0.13017    0.0040174      0.17193      0.22448 GOBP_RETICULOPHAGY
GOBP_RETINAL_BLOOD_VESSEL_MO...          SET       5     0.052692   0.00085736      0.43233       0.4515 GOBP_RETINAL_BLOOD_VESSEL_MORPHOGENESIS
GOBP_RETINAL_CELL_APOPTOTIC_...          SET       5      0.66934     0.010891      0.36975     0.035139 GOBP_RETINAL_CELL_APOPTOTIC_PROCESS
GOBP_RETINAL_CELL_PROGRAMMED...          SET       6     -0.22799   -0.0040636      0.36572      0.73349 GOBP_RETINAL_CELL_PROGRAMMED_CELL_DEATH
GOBP_RETINAL_CONE_CELL_DIFFE...          SET      12   -0.0091384  -0.00023031      0.25913      0.51407 GOBP_RETINAL_CONE_CELL_DIFFERENTIATION
GOBP_RETINAL_GANGLION_CELL_A...          SET      21      0.16804     0.005601      0.21741      0.21979 GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE
GOBP_RETINAL_METABOLIC_PROCE...          SET      17    -0.070228   -0.0021063      0.21656      0.62714 GOBP_RETINAL_METABOLIC_PROCESS
GOBP_RETINAL_PIGMENT_EPITHEL...          SET       6       0.1063    0.0018946        0.356      0.38263 GOBP_RETINAL_PIGMENT_EPITHELIUM_DEVELOPMENT
GOBP_RETINAL_ROD_CELL_DEVELO...          SET       8      0.34308    0.0070606      0.27047      0.10232 GOBP_RETINAL_ROD_CELL_DEVELOPMENT
GOBP_RETINAL_ROD_CELL_DIFFER...          SET      12      0.28023    0.0070625      0.22285       0.1043 GOBP_RETINAL_ROD_CELL_DIFFERENTIATION
GOBP_RETINA_DEVELOPMENT_IN_C...          SET     150      0.13461      0.01195     0.071089     0.029155 GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE
GOBP_RETINA_HOMEOSTASIS                  SET      76    0.0025955   0.00016434     0.091036      0.48863 GOBP_RETINA_HOMEOSTASIS
GOBP_RETINA_LAYER_FORMATION              SET      22      0.11328    0.0038646      0.19667      0.28231 GOBP_RETINA_LAYER_FORMATION
GOBP_RETINA_MORPHOGENESIS_IN...          SET      58     0.076861    0.0042534      0.11344      0.24903 GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE
GOBP_RETINA_VASCULATURE_DEVE...          SET      17      0.26693    0.0080059      0.20472     0.096145 GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE
GOBP_RETINA_VASCULATURE_MORP...          SET       9     0.079297    0.0017309      0.31364       0.4002 GOBP_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE
GOBP_RETINOIC_ACID_METABOLIC...          SET      31      -0.2369   -0.0095911      0.16826      0.92041 GOBP_RETINOIC_ACID_METABOLIC_PROCESS
GOBP_RETINOIC_ACID_RECEPTOR_...          SET      33    -0.043509   -0.0018174      0.16426      0.60445 GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY
GOBP_RETINOL_METABOLIC_PROCE...          SET      50     0.059962    0.0030816      0.12916      0.32123 GOBP_RETINOL_METABOLIC_PROCESS
GOBP_RETROGRADE_AXONAL_TRANS...          SET      20      0.11081    0.0036047      0.17003       0.2573 GOBP_RETROGRADE_AXONAL_TRANSPORT
GOBP_RETROGRADE_TRANSPORT_EN...          SET      92    -0.043219   -0.0030095     0.083005       0.6987 GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI
GOBP_RETROGRADE_TRANSPORT_VE...          SET       9      0.17082    0.0037285      0.28714      0.27596 GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI
GOBP_RETROGRADE_TRANS_SYNAPT...1         SET      10    -0.021993  -0.00050601      0.29216         0.53 GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING
GOBP_RETROGRADE_TRANS_SYNAPT...2         SET       5    -0.065834   -0.0010712      0.37328         0.57 GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_LIPID
GOBP_RETROGRADE_VESICLE_MEDI...          SET      49   -0.0051235  -0.00026067      0.10449      0.51955 GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM
GOBP_REVERSE_CHOLESTEROL_TRA...          SET      17      0.60251     0.018071      0.21872    0.0029404 GOBP_REVERSE_CHOLESTEROL_TRANSPORT
GOBP_REVERSIBLE_DIFFERENTIAT...          SET       4     -0.54158    -0.007882       0.4414      0.89008 GOBP_REVERSIBLE_DIFFERENTIATION
GOBP_RHODOPSIN_MEDIATED_SIGN...          SET      12    -0.029414  -0.00074129      0.22776      0.55138 GOBP_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY
GOBP_RHOMBOMERE_DEVELOPMENT              SET       7       1.1128     0.021422      0.35614   0.00089187 GOBP_RHOMBOMERE_DEVELOPMENT
GOBP_RHO_PROTEIN_SIGNAL_TRAN...          SET     120      0.14748      0.01172     0.079087     0.031114 GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_RHYTHMIC_BEHAVIOR                   SET      44     -0.15222   -0.0073397      0.12413      0.88994 GOBP_RHYTHMIC_BEHAVIOR
GOBP_RHYTHMIC_PROCESS                    SET     290    -0.029545   -0.0036333      0.04857       0.7285 GOBP_RHYTHMIC_PROCESS
GOBP_RIBOFLAVIN_METABOLIC_PR...          SET       5     0.036491   0.00059375      0.39106      0.46283 GOBP_RIBOFLAVIN_METABOLIC_PROCESS
GOBP_RIBOFLAVIN_TRANSPORT                SET       6    0.0098063   0.00017478      0.36105      0.48917 GOBP_RIBOFLAVIN_TRANSPORT
GOBP_RIBONUCLEOPROTEIN_COMPL...1         SET     405     0.034777    0.0050384     0.037647      0.17782 GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS
GOBP_RIBONUCLEOPROTEIN_COMPL...2         SET       8    -0.048427  -0.00099661      0.22853      0.58391 GOBP_RIBONUCLEOPROTEIN_COMPLEX_DISASSEMBLY
GOBP_RIBONUCLEOPROTEIN_COMPL...3         SET       8     0.035482   0.00073021      0.27619      0.44889 GOBP_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION
GOBP_RIBONUCLEOPROTEIN_COMPL...4         SET     190      0.08581    0.0085646      0.05356     0.054573 GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION
GOBP_RIBONUCLEOSIDE_CATABOLI...          SET      20     0.068504    0.0022284      0.21975      0.37762 GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS
GOBP_RIBONUCLEOSIDE_DIPHOSPH...1         SET       9     -0.20673   -0.0045124      0.30586      0.75044 GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_RIBONUCLEOSIDE_DIPHOSPH...2         SET       6      0.36249    0.0064609      0.33989       0.1431 GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS
GOBP_RIBONUCLEOSIDE_DIPHOSPH...3         SET     107    -0.061354   -0.0046057     0.082716      0.77088 GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS
GOBP_RIBONUCLEOSIDE_METABOLI...          SET      34      0.11627    0.0049297      0.16595      0.24177 GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS
GOBP_RIBONUCLEOSIDE_MONOPHOS...1         SET      31      0.11997    0.0048573       0.1447      0.20353 GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_RIBONUCLEOSIDE_MONOPHOS...2         SET      14      0.31981    0.0087054      0.24974      0.10018 GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS
GOBP_RIBONUCLEOSIDE_MONOPHOS...3         SET      55      0.12374    0.0066685      0.11514      0.14128 GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS
GOBP_RIBONUCLEOTIDE_CATABOLI...          SET      44      0.09717    0.0046853      0.13542      0.23652 GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS
GOBP_RIBOSE_PHOSPHATE_BIOSYN...          SET     207   -0.0071566  -0.00074523     0.056013      0.55083 GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_RIBOSE_PHOSPHATE_METABO...          SET     429   0.00049242   7.3377e-05     0.040444      0.49514 GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS
GOBP_RIBOSOMAL_LARGE_SUBUNIT...1         SET      22      0.20318    0.0069315       0.1581     0.099382 GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY
GOBP_RIBOSOMAL_LARGE_SUBUNIT...2         SET      64      0.07535    0.0043795     0.096892      0.21839 GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS
GOBP_RIBOSOMAL_LARGE_SUBUNIT...3         SET       8      0.28878    0.0059429      0.26498      0.13791 GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS
GOBP_RIBOSOMAL_SMALL_SUBUNIT...1         SET      17    -0.094353   -0.0028299      0.19462      0.68609 GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY
GOBP_RIBOSOMAL_SMALL_SUBUNIT...2         SET      73      -0.0168   -0.0010426     0.092842       0.5718 GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS
GOBP_RIBOSOMAL_SMALL_SUBUNIT...3         SET       8     -0.12211   -0.0025129      0.31349      0.65155 GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS
GOBP_RIBOSOMAL_SUBUNIT_EXPOR...          SET      15    0.0087124   0.00024547      0.21378      0.48375 GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS
GOBP_RIBOSOME_ASSEMBLY                   SET      53      0.10279    0.0054383      0.10611      0.16634 GOBP_RIBOSOME_ASSEMBLY
GOBP_RIBOSOME_ASSOCIATED_UBI...          SET       6      -0.3492    -0.006224      0.29071      0.88516 GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
GOBP_RIBOSOME_BIOGENESIS                 SET     271   -0.0040537  -0.00048215     0.046919      0.53442 GOBP_RIBOSOME_BIOGENESIS
GOBP_RIBOSOME_DISASSEMBLY                SET      10     -0.41583   -0.0095672      0.23877       0.9592 GOBP_RIBOSOME_DISASSEMBLY
GOBP_RIGHTING_REFLEX                     SET       8    -0.073624   -0.0015152      0.29272      0.59929 GOBP_RIGHTING_REFLEX
GOBP_RIG_I_SIGNALING_PATHWAY             SET      27   -0.0058422  -0.00022077      0.15354      0.51518 GOBP_RIG_I_SIGNALING_PATHWAY
GOBP_RISC_COMPLEX_ASSEMBLY               SET       9     -0.03293  -0.00071877      0.24321      0.55385 GOBP_RISC_COMPLEX_ASSEMBLY
GOBP_RNA_3_END_PROCESSING                SET      97      0.12637    0.0090342     0.076065     0.048335 GOBP_RNA_3_END_PROCESSING
GOBP_RNA_3_URIDYLATION                   SET       5      0.33196    0.0054013      0.30609      0.13908 GOBP_RNA_3_URIDYLATION
GOBP_RNA_5_END_PROCESSING                SET      22      0.32894     0.011222      0.15449     0.016626 GOBP_RNA_5_END_PROCESSING
GOBP_RNA_CAPPING                         SET      20      0.13357    0.0043448      0.16763      0.21279 GOBP_RNA_CAPPING
GOBP_RNA_CATABOLIC_PROCESS               SET     273     0.026084    0.0031137     0.048603      0.29575 GOBP_RNA_CATABOLIC_PROCESS
GOBP_RNA_DECAPPING                       SET      17       0.1714    0.0051408      0.17257      0.16031 GOBP_RNA_DECAPPING
GOBP_RNA_DESTABILIZATION                 SET     100    -0.031622   -0.0022953     0.082189      0.64979 GOBP_RNA_DESTABILIZATION
GOBP_RNA_EXPORT_FROM_NUCLEUS             SET      78     0.026331    0.0016889     0.084578      0.37778 GOBP_RNA_EXPORT_FROM_NUCLEUS
GOBP_RNA_GUANINE_N7_METHYLAT...          SET       6     -0.48354   -0.0086184       0.2771       0.9595 GOBP_RNA_GUANINE_N7_METHYLATION
GOBP_RNA_IMPORT_INTO_MITOCHO...          SET       5    -0.011226  -0.00018266      0.35748      0.51253 GOBP_RNA_IMPORT_INTO_MITOCHONDRION
GOBP_RNA_LOCALIZATION                    SET     178    0.0017156   0.00016579     0.056795      0.48795 GOBP_RNA_LOCALIZATION
GOBP_RNA_MEDIATED_GENE_SILEN...          SET     120    0.0044444   0.00035319      0.07222      0.47546 GOBP_RNA_MEDIATED_GENE_SILENCING
GOBP_RNA_MEDIATED_HETEROCHRO...          SET       5      0.12019    0.0019556      0.43983      0.39233 GOBP_RNA_MEDIATED_HETEROCHROMATIN_FORMATION
GOBP_RNA_METHYLATION                     SET      82    -0.021413   -0.0014081     0.083907      0.60071 GOBP_RNA_METHYLATION
GOBP_RNA_MODIFICATION                    SET     167    -0.044708    -0.004186      0.05986      0.77242 GOBP_RNA_MODIFICATION
GOBP_RNA_PHOSPHODIESTER_BOND...1         SET     148     0.039696    0.0035007     0.063713      0.26663 GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS
GOBP_RNA_PHOSPHODIESTER_BOND...2         SET      78    -0.031875   -0.0020445     0.086686      0.64345 GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC
GOBP_RNA_PHOSPHODIESTER_BOND...3         SET      43     0.077622    0.0037001       0.1256      0.26828 GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC
GOBP_RNA_POLYADENYLATION                 SET      41     0.088341    0.0041122      0.11525      0.22168 GOBP_RNA_POLYADENYLATION
GOBP_RNA_POLYMERASE_II_PREIN...          SET      52     -0.16128   -0.0084525      0.11081      0.92723 GOBP_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY
GOBP_RNA_POLYMERASE_I_PREINI...          SET       9     0.052647    0.0011491      0.27572      0.42429 GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY
GOBP_RNA_PROCESSING                      SET     864    0.0039486   0.00082511     0.026481      0.44074 GOBP_RNA_PROCESSING
GOBP_RNA_SECONDARY_STRUCTURE...          SET       8     0.088506    0.0018214      0.25594      0.36475 GOBP_RNA_SECONDARY_STRUCTURE_UNWINDING
GOBP_RNA_SPLICING                        SET     392     0.040455    0.0057683     0.038544      0.14696 GOBP_RNA_SPLICING
GOBP_RNA_SPLICING_VIA_ENDONU...          SET      14     -0.12941   -0.0035226      0.20559      0.73547 GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION
GOBP_RNA_SPLICING_VIA_TRANSE...          SET     266     0.085557     0.010083     0.046596     0.033176 GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS
GOBP_RNA_STABILIZATION                   SET      62       0.1264    0.0072311      0.10184      0.10728 GOBP_RNA_STABILIZATION
GOBP_RNA_SURVEILLANCE                    SET      16      0.11363    0.0033064       0.2401      0.31802 GOBP_RNA_SURVEILLANCE
GOBP_RNA_TEMPLATED_DNA_BIOSY...          SET      67     0.070035    0.0041646     0.091977       0.2232 GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS
GOBP_ROOF_OF_MOUTH_DEVELOPME...          SET      90       0.2566     0.017674     0.096172     0.003817 GOBP_ROOF_OF_MOUTH_DEVELOPMENT
GOBP_ROSTROCAUDAL_NEURAL_TUB...          SET       9      0.23173    0.0050581      0.34101       0.2484 GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING
GOBP_ROUNDABOUT_SIGNALING_PA...          SET       5      0.12569    0.0020452      0.47658      0.39599 GOBP_ROUNDABOUT_SIGNALING_PATHWAY
GOBP_RRNA_3_END_PROCESSING               SET      10      0.17254    0.0039696      0.28864      0.27501 GOBP_RRNA_3_END_PROCESSING
GOBP_RRNA_5_END_PROCESSING               SET       5     0.094106    0.0015312      0.36664      0.39872 GOBP_RRNA_5_END_PROCESSING
GOBP_RRNA_BASE_METHYLATION               SET       8     -0.43043   -0.0088581      0.32299      0.90867 GOBP_RRNA_BASE_METHYLATION
GOBP_RRNA_CATABOLIC_PROCESS              SET      21     -0.07169   -0.0023895      0.19765      0.64159 GOBP_RRNA_CATABOLIC_PROCESS
GOBP_RRNA_METABOLIC_PROCESS              SET     238    -0.060971   -0.0068022     0.051286      0.88274 GOBP_RRNA_METABOLIC_PROCESS
GOBP_RRNA_METHYLATION                    SET      22    -0.005488  -0.00018722       0.1685      0.51299 GOBP_RRNA_METHYLATION
GOBP_RRNA_MODIFICATION                   SET      30    -0.086108   -0.0034296       0.1393      0.73176 GOBP_RRNA_MODIFICATION
GOBP_RRNA_PROCESSING                     SET     199    -0.052042   -0.0053146     0.055767      0.82464 GOBP_RRNA_PROCESSING
GOBP_RRNA_PSEUDOURIDINE_SYNT...          SET       7     -0.26518    -0.005105      0.24938      0.85618 GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS
GOBP_RRNA_TRANSCRIPTION                  SET      37    -0.028088   -0.0012422      0.11981      0.59267 GOBP_RRNA_TRANSCRIPTION
GOBP_RRNA_TRANSPORT                      SET       5      0.18976    0.0030876      0.34509       0.2912 GOBP_RRNA_TRANSPORT
GOBP_RUFFLE_ASSEMBLY                     SET      43     0.064109     0.003056      0.11897      0.29498 GOBP_RUFFLE_ASSEMBLY
GOBP_RUFFLE_ORGANIZATION                 SET      55     0.010921   0.00058859      0.10584      0.45891 GOBP_RUFFLE_ORGANIZATION
GOBP_R_LOOP_PROCESSING                   SET       6     -0.26057   -0.0046443      0.37459      0.75666 GOBP_R_LOOP_PROCESSING
GOBP_SALIVARY_GLAND_DEVELOPM...          SET      33     -0.33112    -0.013831      0.15174      0.98544 GOBP_SALIVARY_GLAND_DEVELOPMENT
GOBP_SALIVA_SECRETION                    SET      13     -0.59187    -0.015525      0.27936      0.98293 GOBP_SALIVA_SECRETION
GOBP_SARCOMERE_ORGANIZATION              SET      43     -0.13891   -0.0066214      0.13439      0.84934 GOBP_SARCOMERE_ORGANIZATION
GOBP_SARCOPLASMIC_RETICULUM_...          SET      34  -0.00054954  -2.3299e-05       0.1425      0.50154 GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT
GOBP_SATELLITE_CELL_ACTIVATI...          SET       5    -0.090536   -0.0014731      0.39515      0.59061 GOBP_SATELLITE_CELL_ACTIVATION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION
GOBP_SA_NODE_CELL_TO_ATRIAL_...          SET      13    -0.083429   -0.0021884      0.25224      0.62958 GOBP_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION
GOBP_SCARNA_LOCALIZATION_TO_...          SET       4     -0.43922   -0.0063922      0.38823      0.87103 GOBP_SCARNA_LOCALIZATION_TO_CAJAL_BODY
GOBP_SCF_DEPENDENT_PROTEASOM...          SET      44      0.13442    0.0064813       0.1224      0.13607 GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
GOBP_SCHWANN_CELL_DEVELOPMENT            SET      30    -0.096912   -0.0038599       0.1502       0.7406 GOBP_SCHWANN_CELL_DEVELOPMENT
