# MEAN_SAMPLE_SIZE = 50094
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOMF_2_OXOGLUTARATE_DEPENDEN...          SET      53     -0.14456   -0.0076485      0.12055      0.88477 GOMF_2_OXOGLUTARATE_DEPENDENT_DIOXYGENASE_ACTIVITY
GOMF_3_5_CYCLIC_AMP_PHOSPHOD...          SET      17      0.13992    0.0041966      0.23612      0.27673 GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY
GOMF_3_5_CYCLIC_GMP_PHOSPHOD...          SET      16     0.012677   0.00036887      0.23828      0.47879 GOMF_3_5_CYCLIC_GMP_PHOSPHODIESTERASE_ACTIVITY
GOMF_3_5_DNA_EXONUCLEASE_ACT...          SET      11    -0.054463   -0.0013142      0.31274      0.56912 GOMF_3_5_DNA_EXONUCLEASE_ACTIVITY
GOMF_3_5_DNA_HELICASE_ACTIVI...          SET      15     0.067858    0.0019119      0.18779      0.35892 GOMF_3_5_DNA_HELICASE_ACTIVITY
GOMF_3_5_EXONUCLEASE_ACTIVITY            SET      53     -0.14335   -0.0075842      0.12273       0.8786 GOMF_3_5_EXONUCLEASE_ACTIVITY
GOMF_3_BETA_HYDROXY_DELTA5_S...          SET       5     -0.21102   -0.0034336       0.3962      0.70285 GOMF_3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_ACTIVITY
GOMF_3_CHLOROALLYL_ALDEHYDE_...          SET       5     -0.24615   -0.0040051      0.47285      0.69866 GOMF_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY
GOMF_3_HYDROXYACYL_COA_DEHYD...1         SET       4    -0.011435  -0.00016642      0.60252      0.50757 GOMF_3_HYDROXYACYL_COA_DEHYDRATASE_ACTIVITY
GOMF_3_HYDROXYACYL_COA_DEHYD...2         SET       6     -0.23059     -0.00411      0.38975      0.72295 GOMF_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY
GOMF_3_PHOSPHOADENOSINE_5_PH...          SET       9    -0.039926  -0.00087149      0.28082      0.55653 GOMF_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING
GOMF_4_GALACTOSYL_N_ACETYLGL...          SET       5    -0.043726  -0.00071147      0.46796      0.53722 GOMF_4_GALACTOSYL_N_ACETYLGLUCOSAMINIDE_3_ALPHA_L_FUCOSYLTRANSFERASE_ACTIVITY
GOMF_4_IRON_4_SULFUR_CLUSTER...          SET      40     0.042714    0.0019639      0.13098      0.37217 GOMF_4_IRON_4_SULFUR_CLUSTER_BINDING
GOMF_5ALPHA_ANDROSTANE_3BETA...          SET       6      0.44235    0.0078843      0.37026      0.11611 GOMF_5ALPHA_ANDROSTANE_3BETA_17BETA_DIOL_DEHYDROGENASE_ACTIVITY
GOMF_5S_RRNA_BINDING                     SET      10      0.25573    0.0058836      0.27802      0.17884 GOMF_5S_RRNA_BINDING
GOMF_5_3_DNA_EXONUCLEASE_ACT...          SET       8      0.23482    0.0048325      0.29716      0.21471 GOMF_5_3_DNA_EXONUCLEASE_ACTIVITY
GOMF_5_3_DNA_HELICASE_ACTIVI...          SET       8     -0.28117   -0.0057864       0.2904      0.83353 GOMF_5_3_DNA_HELICASE_ACTIVITY
GOMF_5_3_EXONUCLEASE_ACTIVITY            SET      18     -0.01861  -0.00057433        0.189      0.53922 GOMF_5_3_EXONUCLEASE_ACTIVITY
GOMF_5_DEOXYRIBOSE_5_PHOSPHA...          SET       5     -0.20701   -0.0033683      0.32205      0.73982 GOMF_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY
GOMF_7SK_SNRNA_BINDING                   SET       9     -0.22337   -0.0048755      0.39166      0.71576 GOMF_7SK_SNRNA_BINDING
GOMF_7S_RNA_BINDING                      SET       7      0.34727    0.0066853      0.33691      0.15134 GOMF_7S_RNA_BINDING
GOMF_ABC_TYPE_GLUTATHIONE_S_...          SET       8    -0.077498   -0.0015949      0.36741      0.58353 GOMF_ABC_TYPE_GLUTATHIONE_S_CONJUGATE_TRANSPORTER_ACTIVITY
GOMF_ABC_TYPE_TRANSPORTER_AC...          SET      46      0.21515     0.010606      0.14244     0.065478 GOMF_ABC_TYPE_TRANSPORTER_ACTIVITY
GOMF_ABC_TYPE_XENOBIOTIC_TRA...          SET      14    -0.097658   -0.0026583        0.271      0.64071 GOMF_ABC_TYPE_XENOBIOTIC_TRANSPORTER_ACTIVITY
GOMF_ACETYLCHOLINE_BINDING               SET      11      0.36321    0.0087642      0.28072     0.097866 GOMF_ACETYLCHOLINE_BINDING
GOMF_ACETYLCHOLINE_GATED_MON...          SET      17     0.069837    0.0020946      0.25783      0.39325 GOMF_ACETYLCHOLINE_GATED_MONOATOMIC_CATION_SELECTIVE_CHANNEL_ACTIVITY
GOMF_ACETYLCHOLINE_RECEPTOR_...1         SET      21      -0.1541   -0.0051364      0.21398      0.76428 GOMF_ACETYLCHOLINE_RECEPTOR_ACTIVITY
GOMF_ACETYLCHOLINE_RECEPTOR_...2         SET      11      0.58128     0.014026      0.26437     0.013955 GOMF_ACETYLCHOLINE_RECEPTOR_BINDING
GOMF_ACETYLCHOLINE_RECEPTOR_...3         SET       5      0.45976    0.0074808      0.48402      0.17109 GOMF_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY
GOMF_ACETYLESTERASE_ACTIVITY             SET       5      0.12816    0.0020853      0.42963      0.38274 GOMF_ACETYLESTERASE_ACTIVITY
GOMF_ACETYLGALACTOSAMINYLTRA...          SET      33     -0.13749   -0.0057432      0.17024      0.79035 GOMF_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY
GOMF_ACETYLGLUCOSAMINYLTRANS...          SET      41   -0.0064283  -0.00029923      0.14034      0.51827 GOMF_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY
GOMF_ACETYLTRANSFERASE_ACTIV...          SET      84     0.083729    0.0055723     0.096588      0.19301 GOMF_ACETYLTRANSFERASE_ACTIVITY
GOMF_ACETYL_COA_C_ACYLTRANSF...          SET       7     -0.76766    -0.014778      0.40087      0.97225 GOMF_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY
GOMF_ACETYL_COA_HYDROLASE_AC...          SET       4     -0.75171     -0.01094      0.43811      0.95689 GOMF_ACETYL_COA_HYDROLASE_ACTIVITY
GOMF_ACIDIC_AMINO_ACID_TRANS...          SET      18      0.13624    0.0042045      0.24202      0.28675 GOMF_ACIDIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ACID_AMINO_ACID_LIGASE_...          SET      23     0.050171      0.00175      0.18139      0.39105 GOMF_ACID_AMINO_ACID_LIGASE_ACTIVITY
GOMF_ACID_PHOSPHATASE_ACTIVI...          SET       9      0.15932    0.0034775      0.28079      0.28523 GOMF_ACID_PHOSPHATASE_ACTIVITY
GOMF_ACID_THIOL_LIGASE_ACTIV...          SET      30     -0.20107   -0.0080085      0.17273       0.8778 GOMF_ACID_THIOL_LIGASE_ACTIVITY
GOMF_ACROSIN_BINDING                     SET       5     -0.32111   -0.0052248      0.34371       0.8249 GOMF_ACROSIN_BINDING
GOMF_ACTININ_BINDING                     SET      34      0.15571    0.0066016      0.16408      0.17132 GOMF_ACTININ_BINDING
GOMF_ACTIN_BINDING                       SET     402     0.050351    0.0072684     0.046645       0.1402 GOMF_ACTIN_BINDING
GOMF_ACTIN_FILAMENT_BINDING              SET     191     0.040646    0.0040674      0.06587       0.2686 GOMF_ACTIN_FILAMENT_BINDING
GOMF_ACTIN_MONOMER_BINDING               SET      24    -0.079126   -0.0028193      0.20577       0.6497 GOMF_ACTIN_MONOMER_BINDING
GOMF_ACTIVE_MONOATOMIC_ION_T...          SET     215     0.090668      0.00962     0.061063     0.068803 GOMF_ACTIVE_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ACTIVE_TRANSMEMBRANE_TR...          SET     392     0.078207     0.011151     0.046383     0.045895 GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ACTIVIN_BINDING                     SET      14      0.12664    0.0034472      0.24211      0.30046 GOMF_ACTIVIN_BINDING
GOMF_ACTIVIN_RECEPTOR_ACTIVI...1         SET       9     0.058411     0.001275       0.3089      0.42501 GOMF_ACTIVIN_RECEPTOR_ACTIVITY
GOMF_ACTIVIN_RECEPTOR_ACTIVI...2         SET       5      0.26461    0.0043055      0.49529      0.29659 GOMF_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I
GOMF_ACYLGLYCEROL_LIPASE_ACT...          SET      14      0.10915    0.0029711       0.2434      0.32692 GOMF_ACYLGLYCEROL_LIPASE_ACTIVITY
GOMF_ACYLGLYCEROL_O_ACYLTRAN...          SET      27      0.19606    0.0074089      0.17447      0.13057 GOMF_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY
GOMF_ACYLTRANSFERASE_ACTIVITY            SET     230   -0.0011305  -0.00012401     0.062202      0.50725 GOMF_ACYLTRANSFERASE_ACTIVITY
GOMF_ACYLTRANSFERASE_ACTIVIT...          SET       5     -0.10436   -0.0016981      0.49906      0.58282 GOMF_ACYLTRANSFERASE_ACTIVITY_ACYL_GROUPS_CONVERTED_INTO_ALKYL_ON_TRANSFER
GOMF_ACYL_COA_BINDING                    SET      19     0.019197   0.00060866      0.19662      0.46111 GOMF_ACYL_COA_BINDING
GOMF_ACYL_COA_OXIDASE_ACTIVI...          SET       7     -0.31679   -0.0060986      0.34792      0.81873 GOMF_ACYL_COA_OXIDASE_ACTIVITY
GOMF_ADENOSINE_3_5_BISPHOSPH...          SET       4      0.23432    0.0034102       0.4128      0.28514 GOMF_ADENOSINE_3_5_BISPHOSPHATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ADENOSINE_DEAMINASE_ACT...          SET      13    -0.066993   -0.0017573      0.21291      0.62348 GOMF_ADENOSINE_DEAMINASE_ACTIVITY
GOMF_ADENOSINE_RECEPTOR_BIND...          SET       7     -0.34893   -0.0067174      0.37237      0.82563 GOMF_ADENOSINE_RECEPTOR_BINDING
GOMF_ADENYLATE_CYCLASE_ACTIV...1         SET       6     0.031666   0.00056441      0.36269      0.46521 GOMF_ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY
GOMF_ADENYLATE_CYCLASE_ACTIV...2         SET      11    -0.010394  -0.00025081      0.33222      0.51248 GOMF_ADENYLATE_CYCLASE_ACTIVITY
GOMF_ADENYLATE_CYCLASE_BINDI...          SET      12      0.43624     0.010994      0.27694     0.057613 GOMF_ADENYLATE_CYCLASE_BINDING
GOMF_ADENYLATE_CYCLASE_REGUL...          SET      13    -0.022118  -0.00058017      0.25961      0.53395 GOMF_ADENYLATE_CYCLASE_REGULATOR_ACTIVITY
GOMF_ADENYLATE_KINASE_ACTIVI...          SET       9      0.33579    0.0073295      0.31387      0.14235 GOMF_ADENYLATE_KINASE_ACTIVITY
GOMF_ADENYLYLTRANSFERASE_ACT...          SET      30    -0.062936   -0.0025067       0.1744       0.6409 GOMF_ADENYLYLTRANSFERASE_ACTIVITY
GOMF_ADENYL_NUCLEOTIDE_BINDI...          SET    1537     0.057071     0.015606     0.023499    0.0075821 GOMF_ADENYL_NUCLEOTIDE_BINDING
GOMF_ADENYL_NUCLEOTIDE_EXCHA...          SET      12      0.28952    0.0072966      0.18446     0.058267 GOMF_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY
GOMF_ADP_BINDING                         SET      32    -0.066464   -0.0027339      0.15549      0.66547 GOMF_ADP_BINDING
GOMF_ADP_PHOSPHATASE_ACTIVITY            SET       5    -0.049089  -0.00079874      0.33752      0.55782 GOMF_ADP_PHOSPHATASE_ACTIVITY
GOMF_ADP_RIBOSE_DIPHOSPHATAS...          SET       6    -0.015735  -0.00028045      0.38545      0.51628 GOMF_ADP_RIBOSE_DIPHOSPHATASE_ACTIVITY
GOMF_ADP_TRANSMEMBRANE_TRANS...          SET       6    -0.096835   -0.0017259      0.30676      0.62387 GOMF_ADP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ADRENERGIC_RECEPTOR_ACT...          SET       8      0.21985    0.0045245      0.38899      0.28597 GOMF_ADRENERGIC_RECEPTOR_ACTIVITY
GOMF_ADRENERGIC_RECEPTOR_BIN...          SET      18      0.31342    0.0096725      0.19681      0.05565 GOMF_ADRENERGIC_RECEPTOR_BINDING
GOMF_ALANINE_TRANSMEMBRANE_T...          SET      13     0.044841    0.0011762      0.28005       0.4364 GOMF_ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ALCOHOL_BINDING                     SET      84     0.064505    0.0042929      0.10068      0.26086 GOMF_ALCOHOL_BINDING
GOMF_ALCOHOL_DEHYDROGENASE_A...          SET       6      0.28969    0.0051634      0.58609      0.31056 GOMF_ALCOHOL_DEHYDROGENASE_ACTIVITY_ZINC_DEPENDENT
GOMF_ALCOHOL_DEHYDROGENASE_N...1         SET      23      0.16784    0.0058544      0.20592      0.20753 GOMF_ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY
GOMF_ALCOHOL_DEHYDROGENASE_N...2         SET       9      0.20275    0.0044254      0.39958      0.30594 GOMF_ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY
GOMF_ALDEHYDE_DEHYDROGENASE_...          SET      17     -0.22118   -0.0066337      0.24798      0.81378 GOMF_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY
GOMF_ALDEHYDE_LYASE_ACTIVITY             SET      10     -0.37541   -0.0086373      0.29026      0.90205 GOMF_ALDEHYDE_LYASE_ACTIVITY
GOMF_ALDITOL_NADPPLUS_1_OXID...          SET      12     -0.42607    -0.010738      0.30996      0.91536 GOMF_ALDITOL_NADPPLUS_1_OXIDOREDUCTASE_ACTIVITY
GOMF_ALDO_KETO_REDUCTASE_NAD...          SET      29      0.10079    0.0039468      0.17946       0.2872 GOMF_ALDO_KETO_REDUCTASE_NADP_ACTIVITY
GOMF_ALKALINE_PHOSPHATASE_AC...          SET       6      0.34675    0.0061803      0.53042      0.25665 GOMF_ALKALINE_PHOSPHATASE_ACTIVITY
GOMF_ALKALI_METAL_ION_BINDING            SET      17     0.094895    0.0028462      0.20839      0.32442 GOMF_ALKALI_METAL_ION_BINDING
GOMF_ALKANE_1_MONOOXYGENASE_...          SET       4    -0.064911  -0.00094469      0.42961      0.56005 GOMF_ALKANE_1_MONOOXYGENASE_ACTIVITY
GOMF_ALL_TRANS_RETINAL_BINDI...          SET       6     -0.51689   -0.0092129      0.40361      0.89984 GOMF_ALL_TRANS_RETINAL_BINDING
GOMF_ALPHA_1_3_FUCOSYLTRANSF...          SET       7    -0.093945   -0.0018085      0.35907       0.6032 GOMF_ALPHA_1_3_FUCOSYLTRANSFERASE_ACTIVITY
GOMF_ALPHA_2A_ADRENERGIC_REC...          SET       5      0.73433     0.011948      0.47972     0.062924 GOMF_ALPHA_2A_ADRENERGIC_RECEPTOR_BINDING
GOMF_ALPHA_ACTININ_BINDING               SET      27      0.16573    0.0062625      0.18478       0.1849 GOMF_ALPHA_ACTININ_BINDING
GOMF_ALPHA_ADRENERGIC_RECEPT...          SET       5     -0.12255    -0.001994      0.49226       0.5983 GOMF_ALPHA_ADRENERGIC_RECEPTOR_ACTIVITY
GOMF_ALPHA_AMYLASE_ACTIVITY              SET       5      -0.6553    -0.010662      0.46716      0.91964 GOMF_ALPHA_AMYLASE_ACTIVITY
GOMF_ALPHA_CATENIN_BINDING               SET      10     -0.70341    -0.016184      0.32235      0.98544 GOMF_ALPHA_CATENIN_BINDING
GOMF_ALPHA_GLUCOSIDASE_ACTIV...          SET       6      0.97627     0.017401      0.41615    0.0094947 GOMF_ALPHA_GLUCOSIDASE_ACTIVITY
GOMF_ALPHA_N_ACETYLGALACTOSA...          SET       6     -0.17443    -0.003109      0.43813      0.65473 GOMF_ALPHA_N_ACETYLGALACTOSAMINIDE_ALPHA_2_6_SIALYLTRANSFERASE_ACTIVITY
GOMF_ALPHA_N_ACETYLNEURAMINA...          SET       6      0.23786    0.0042396      0.44957      0.29838 GOMF_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY
GOMF_ALPHA_TUBULIN_BINDING               SET      35      0.31791     0.013675      0.15188     0.018172 GOMF_ALPHA_TUBULIN_BINDING
GOMF_AMIDE_BINDING                       SET     365     0.070852    0.0097554     0.048305     0.071231 GOMF_AMIDE_BINDING
GOMF_AMIDE_TRANSMEMBRANE_TRA...          SET      42      0.18775    0.0088452      0.14817      0.10257 GOMF_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_AMIDINE_LYASE_ACTIVITY              SET       7      -0.1765   -0.0033979      0.41006      0.66655 GOMF_AMIDINE_LYASE_ACTIVITY
GOMF_AMINE_BINDING                       SET      10     -0.29718   -0.0068375      0.29704      0.84146 GOMF_AMINE_BINDING
GOMF_AMINOACYLASE_ACTIVITY               SET       6     -0.33275   -0.0059307      0.34753      0.83082 GOMF_AMINOACYLASE_ACTIVITY
GOMF_AMINOACYLTRANSFERASE_AC...          SET      16     0.056789    0.0016525       0.2377      0.40559 GOMF_AMINOACYLTRANSFERASE_ACTIVITY
GOMF_AMINOACYL_TRNA_EDITING_...          SET      12     0.036897    0.0009299      0.20669      0.42916 GOMF_AMINOACYL_TRNA_EDITING_ACTIVITY
GOMF_AMINOPEPTIDASE_ACTIVITY             SET      37      0.14089     0.006231      0.15309      0.17871 GOMF_AMINOPEPTIDASE_ACTIVITY
GOMF_AMINOPHOSPHOLIPID_FLIPP...          SET       6     -0.14593    -0.002601      0.40151      0.64187 GOMF_AMINOPHOSPHOLIPID_FLIPPASE_ACTIVITY
GOMF_AMINO_ACID_BINDING                  SET      50     -0.04053   -0.0020829      0.12023      0.63198 GOMF_AMINO_ACID_BINDING
GOMF_AMINO_ACID_MONOATOMIC_C...1         SET       3     -0.61854   -0.0077962      0.63725      0.83413 GOMF_AMINO_ACID_MONOATOMIC_CATION_ANTIPORTER_ACTIVITY
GOMF_AMINO_ACID_MONOATOMIC_C...2         SET      26      0.10228    0.0037928      0.20881      0.31213 GOMF_AMINO_ACID_MONOATOMIC_CATION_SYMPORTER_ACTIVITY
GOMF_AMINO_ACID_PROTON_SYMPO...          SET       6    -0.023617  -0.00042093      0.43417      0.52169 GOMF_AMINO_ACID_PROTON_SYMPORTER_ACTIVITY
GOMF_AMINO_ACID_SODIUM_SYMPO...          SET      20      0.13997    0.0045531        0.238      0.27823 GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY
GOMF_AMINO_ACID_TRANSMEMBRAN...          SET      79     0.046348    0.0029917      0.10693      0.33235 GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_AMMONIA_LYASE_ACTIVITY              SET       5      0.19622    0.0031927      0.42767      0.32319 GOMF_AMMONIA_LYASE_ACTIVITY
GOMF_AMMONIUM_TRANSMEMBRANE_...          SET      12     -0.80677    -0.020332      0.29884      0.99653 GOMF_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_AMP_ACTIVATED_PROTEIN_K...          SET       9    -0.057754   -0.0012606       0.3571      0.56424 GOMF_AMP_ACTIVATED_PROTEIN_KINASE_ACTIVITY
GOMF_AMP_BINDING                         SET      12     -0.35371   -0.0089143      0.24697      0.92394 GOMF_AMP_BINDING
GOMF_AMYLASE_ACTIVITY                    SET       6     -0.38731   -0.0069033       0.4295       0.8164 GOMF_AMYLASE_ACTIVITY
GOMF_AMYLOID_BETA_BINDING                SET      81     0.042067    0.0027494      0.10401      0.34295 GOMF_AMYLOID_BETA_BINDING
GOMF_ANAPHASE_PROMOTING_COMP...          SET       9      0.14679     0.003204      0.28241      0.30161 GOMF_ANAPHASE_PROMOTING_COMPLEX_BINDING
GOMF_ANDROGEN_BINDING                    SET       4     -0.45238   -0.0065838      0.32836      0.91585 GOMF_ANDROGEN_BINDING
GOMF_ANDROSTAN_3_ALPHA_17_BE...          SET       8      0.42551     0.008757      0.34848      0.11104 GOMF_ANDROSTAN_3_ALPHA_17_BETA_DIOL_DEHYDROGENASE_ACTIVITY
GOMF_ANGIOTENSIN_RECEPTOR_AC...          SET       3      0.14378    0.0018122      0.63167      0.40997 GOMF_ANGIOTENSIN_RECEPTOR_ACTIVITY
GOMF_ANGIOTENSIN_RECEPTOR_BI...          SET       7      0.33469    0.0064431      0.32214      0.14942 GOMF_ANGIOTENSIN_RECEPTOR_BINDING
GOMF_ANKYRIN_BINDING                     SET      19     -0.12333   -0.0039105      0.21595      0.71604 GOMF_ANKYRIN_BINDING
GOMF_ANKYRIN_REPEAT_BINDING              SET       6       0.1951    0.0034774      0.33567      0.28055 GOMF_ANKYRIN_REPEAT_BINDING
GOMF_ANNEALING_ACTIVITY                  SET       8     -0.19775   -0.0040696      0.24794      0.78743 GOMF_ANNEALING_ACTIVITY
GOMF_ANTIGEN_BINDING                     SET      56     0.074094    0.0040292      0.13272      0.28833 GOMF_ANTIGEN_BINDING
GOMF_ANTIOXIDANT_ACTIVITY                SET      78     -0.14889   -0.0095499      0.10198      0.92784 GOMF_ANTIOXIDANT_ACTIVITY
GOMF_ANTIPORTER_ACTIVITY                 SET      96     0.086782    0.0061723     0.090007      0.16749 GOMF_ANTIPORTER_ACTIVITY
GOMF_APOLIPOPROTEIN_A_I_BIND...          SET       5      0.94914     0.015444      0.51494     0.032656 GOMF_APOLIPOPROTEIN_A_I_BINDING
GOMF_APOLIPOPROTEIN_BINDING              SET      18        1.107     0.034165      0.23133   8.5935e-07 GOMF_APOLIPOPROTEIN_BINDING
GOMF_APOLIPOPROTEIN_RECEPTOR...          SET       6    -0.022059  -0.00039317      0.29935      0.52937 GOMF_APOLIPOPROTEIN_RECEPTOR_BINDING
GOMF_AP_1_ADAPTOR_COMPLEX_BI...          SET       5      0.51618    0.0083987      0.37434     0.083973 GOMF_AP_1_ADAPTOR_COMPLEX_BINDING
GOMF_AP_2_ADAPTOR_COMPLEX_BI...          SET      10      0.48716     0.011209      0.28382     0.043047 GOMF_AP_2_ADAPTOR_COMPLEX_BINDING
GOMF_ARACHIDONATE_COA_LIGASE...          SET      10      0.10213    0.0023498      0.29359      0.36397 GOMF_ARACHIDONATE_COA_LIGASE_ACTIVITY
GOMF_ARACHIDONIC_ACID_MONOOX...          SET      18     -0.16657   -0.0051405      0.24042      0.75578 GOMF_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY
GOMF_ARGININE_BINDING                    SET       8      0.22778    0.0046878        0.298      0.22232 GOMF_ARGININE_BINDING
GOMF_ARMADILLO_REPEAT_DOMAIN...          SET      10      0.35858      0.00825      0.31102      0.12449 GOMF_ARMADILLO_REPEAT_DOMAIN_BINDING
GOMF_AROMATASE_ACTIVITY                  SET      23     -0.23896    -0.008335      0.22341      0.85759 GOMF_AROMATASE_ACTIVITY
GOMF_AROMATIC_AMINO_ACID_TRA...          SET       8    -0.029486  -0.00060682      0.31243      0.53759 GOMF_AROMATIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ARP2_3_COMPLEX_BINDING              SET      14     0.094069    0.0025606      0.20243      0.32108 GOMF_ARP2_3_COMPLEX_BINDING
GOMF_ARRESTIN_FAMILY_PROTEIN...          SET       8     0.045072   0.00092757      0.27853      0.43572 GOMF_ARRESTIN_FAMILY_PROTEIN_BINDING
GOMF_ARYLESTERASE_ACTIVITY               SET       6       1.0767     0.019191      0.72648     0.069169 GOMF_ARYLESTERASE_ACTIVITY
GOMF_ARYLSULFATASE_ACTIVITY              SET       9      0.37464    0.0081774      0.32774      0.12651 GOMF_ARYLSULFATASE_ACTIVITY
GOMF_ARYL_HYDROCARBON_RECEPT...          SET       9     0.073338    0.0016008       0.3006      0.40363 GOMF_ARYL_HYDROCARBON_RECEPTOR_BINDING
GOMF_ARYL_SULFOTRANSFERASE_A...          SET       8     -0.18648   -0.0038378      0.33722      0.70987 GOMF_ARYL_SULFOTRANSFERASE_ACTIVITY
GOMF_ASPARTIC_ENDOPEPTIDASE_...          SET       7     0.094172    0.0018129      0.28946      0.37246 GOMF_ASPARTIC_ENDOPEPTIDASE_ACTIVITY_INTRAMEMBRANE_CLEAVING
GOMF_ASPARTIC_TYPE_ENDOPEPTI...          SET       7     -0.11747   -0.0022614      0.39914      0.61573 GOMF_ASPARTIC_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY
GOMF_ASPARTIC_TYPE_PEPTIDASE...          SET      26     -0.16982   -0.0062975      0.16876      0.84286 GOMF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY
GOMF_ATPASE_ACTIVATOR_ACTIVI...          SET      26      0.25618       0.0095      0.16402     0.059165 GOMF_ATPASE_ACTIVATOR_ACTIVITY
GOMF_ATPASE_BINDING                      SET      82      0.17226     0.011328       0.1008     0.043743 GOMF_ATPASE_BINDING
GOMF_ATPASE_COUPLED_INORGANI...          SET      10      0.13165    0.0030289      0.33371      0.34661 GOMF_ATPASE_COUPLED_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ATPASE_COUPLED_INTRAMEM...          SET      25      0.16286    0.0059221      0.20113      0.20905 GOMF_ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY
GOMF_ATPASE_COUPLED_LIPID_TR...          SET       8        0.472    0.0097137      0.36277     0.096621 GOMF_ATPASE_COUPLED_LIPID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ATPASE_COUPLED_MONOATOM...          SET      51    -0.018289  -0.00094923      0.12451      0.55839 GOMF_ATPASE_COUPLED_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ATPASE_COUPLED_TRANSMEM...          SET      94     0.013323   0.00093772     0.094643      0.44403 GOMF_ATPASE_COUPLED_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ATPASE_INHIBITOR_ACTIVI...          SET       5      0.20546     0.003343      0.38603      0.29729 GOMF_ATPASE_INHIBITOR_ACTIVITY
GOMF_ATPASE_REGULATOR_ACTIVI...          SET      45      0.27736     0.013524      0.11537     0.008111 GOMF_ATPASE_REGULATOR_ACTIVITY
GOMF_ATP_ACTIVATED_INWARD_RE...          SET       6      0.31873    0.0056809      0.40607      0.21626 GOMF_ATP_ACTIVATED_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY
GOMF_ATP_DEPENDENT_ACTIVITY              SET     540     0.042529    0.0070887     0.037953      0.13124 GOMF_ATP_DEPENDENT_ACTIVITY
GOMF_ATP_DEPENDENT_ACTIVITY_...1         SET     116      0.12197    0.0095308     0.074074      0.04983 GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_DNA
GOMF_ATP_DEPENDENT_ACTIVITY_...2         SET      72     0.046483     0.002865     0.095372      0.31299 GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_RNA
GOMF_ATP_DEPENDENT_CHROMATIN...          SET      33      0.32466     0.013561      0.14006     0.010228 GOMF_ATP_DEPENDENT_CHROMATIN_REMODELER_ACTIVITY
GOMF_ATP_DEPENDENT_DNA_DNA_A...          SET       4       0.0153   0.00022267      0.32407      0.48117 GOMF_ATP_DEPENDENT_DNA_DNA_ANNEALING_ACTIVITY
