# MEAN_SAMPLE_SIZE = 50094
# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
REACTOME_WNT5A_DEPENDENT_INT...1         SET      13    -0.031293  -0.00082085       0.2583      0.54821 REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2
REACTOME_WNT5A_DEPENDENT_INT...2         SET      15      0.10899    0.0030706      0.22371      0.31307 REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4
REACTOME_WNT_LIGAND_BIOGENES...          SET      24      0.27757    0.0098898      0.17432     0.055671 REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING
REACTOME_WNT_MEDIATED_ACTIVA...          SET       8      0.19682    0.0040506      0.27642      0.23822 REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL
REACTOME_XENOBIOTICS                     SET      23      0.35868     0.012511      0.23027     0.059673 REACTOME_XENOBIOTICS
REACTOME_YAP1_AND_WWTR1_TAZ_...          SET      15    -0.029609  -0.00083422      0.26141      0.54509 REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION
REACTOME_ZBP1_DAI_MEDIATED_I...          SET      20      0.22862    0.0074368      0.16831     0.087185 REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS
REACTOME_ZINC_EFFLUX_AND_COM...          SET       5     -0.22414    -0.003647      0.38138      0.72163 REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY
REACTOME_ZINC_INFLUX_INTO_CE...          SET      10    -0.097153   -0.0022353      0.24883      0.65189 REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY
REACTOME_ZINC_TRANSPORTERS               SET      15     -0.13508   -0.0038059      0.20841      0.74156 REACTOME_ZINC_TRANSPORTERS
REICHERT_G1S_REGULATORS_AS_P...          SET       8      0.33756    0.0069469      0.25489     0.092707 REICHERT_G1S_REGULATORS_AS_PI3K_TARGETS
REICHERT_MITOSIS_LIN9_TARGETS            SET      27     0.049114     0.001856      0.15353      0.37453 REICHERT_MITOSIS_LIN9_TARGETS
REN_ALVEOLAR_RHABDOMYOSARCOM...1         SET     374     0.062479    0.0087059     0.047155       0.0926 REN_ALVEOLAR_RHABDOMYOSARCOMA_DN
REN_ALVEOLAR_RHABDOMYOSARCOM...2         SET      96    -0.035268   -0.0025084     0.094232       0.6459 REN_ALVEOLAR_RHABDOMYOSARCOMA_UP
REN_BOUND_BY_E2F                         SET      58     0.037352    0.0020671      0.11044       0.3676 REN_BOUND_BY_E2F
REN_MIF_TARGETS_DN                       SET       5      0.54913    0.0089349      0.38494     0.076864 REN_MIF_TARGETS_DN
RHEIN_ALL_GLUCOCORTICOID_THE...1         SET     338    -0.042208   -0.0055965     0.049047      0.80525 RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN
RHEIN_ALL_GLUCOCORTICOID_THE...2         SET      69      0.14966    0.0090306      0.11537     0.097284 RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP
RHODES_CANCER_META_SIGNATURE             SET      62     0.063052    0.0036072      0.10828      0.28019 RHODES_CANCER_META_SIGNATURE
RHODES_UNDIFFERENTIATED_CANC...          SET      68    0.0064009   0.00038344      0.10021      0.47454 RHODES_UNDIFFERENTIATED_CANCER
RICKMAN_HEAD_AND_NECK_CANCER...1         SET      95    -0.086463   -0.0061177      0.10351      0.79822 RICKMAN_HEAD_AND_NECK_CANCER_A
RICKMAN_HEAD_AND_NECK_CANCER...2         SET      38      0.41124      0.01843       0.1565    0.0043009 RICKMAN_HEAD_AND_NECK_CANCER_B
RICKMAN_HEAD_AND_NECK_CANCER...3         SET     100    -0.038884   -0.0028223     0.094699      0.65932 RICKMAN_HEAD_AND_NECK_CANCER_C
RICKMAN_HEAD_AND_NECK_CANCER...4         SET      33    0.0062402   0.00026065      0.16698       0.4851 RICKMAN_HEAD_AND_NECK_CANCER_D
RICKMAN_HEAD_AND_NECK_CANCER...5         SET      79      0.01472   0.00095014      0.10801       0.4458 RICKMAN_HEAD_AND_NECK_CANCER_E
RICKMAN_HEAD_AND_NECK_CANCER...6         SET      52      0.18915    0.0099128      0.12388       0.0634 RICKMAN_HEAD_AND_NECK_CANCER_F
RICKMAN_METASTASIS_DN                    SET     247     0.087892    0.0099867     0.056717     0.060623 RICKMAN_METASTASIS_DN
RICKMAN_METASTASIS_UP                    SET     292     0.056076    0.0069195     0.052027      0.14056 RICKMAN_METASTASIS_UP
RICKMAN_TUMOR_DIFFERENTIATED...1         SET      14        0.131    0.0035657      0.19962      0.25584 RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_DN
RICKMAN_TUMOR_DIFFERENTIATED...2         SET     117     0.093243    0.0073172     0.081164      0.12532 RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_UP
RICKMAN_TUMOR_DIFFERENTIATED...3         SET     106    0.0072599   0.00054243     0.091419      0.46835 RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN
RICKMAN_TUMOR_DIFFERENTIATED...4         SET     102     0.016135    0.0011827     0.093063      0.43118 RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_UP
RICKMAN_TUMOR_DIFFERENTIATED...5         SET     368    -0.017294   -0.0023908     0.047193      0.64298 RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN
RICKMAN_TUMOR_DIFFERENTIATED...6         SET     229      0.10597     0.011599     0.055753     0.028681 RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP
RIEGE_DELTANP63_DIRECT_TARGE...          SET     133      0.10298    0.0086125     0.079806      0.09847 RIEGE_DELTANP63_DIRECT_TARGETS_UP
RIGGINS_TAMOXIFEN_RESISTANCE...1         SET     210    -0.024311   -0.0025496      0.06475      0.64634 RIGGINS_TAMOXIFEN_RESISTANCE_DN
RIGGINS_TAMOXIFEN_RESISTANCE...2         SET      56      -0.1086   -0.0059054      0.12173      0.81383 RIGGINS_TAMOXIFEN_RESISTANCE_UP
RIGGI_EWING_SARCOMA_PROGENIT...1         SET     180      0.13785     0.013395      0.07169     0.027255 RIGGI_EWING_SARCOMA_PROGENITOR_DN
RIGGI_EWING_SARCOMA_PROGENIT...2         SET     407      0.13356     0.019397     0.049288    0.0033696 RIGGI_EWING_SARCOMA_PROGENITOR_UP
RIZKI_TUMOR_INVASIVENESS_2D_...1         SET      60      0.19287     0.010855      0.11685     0.049419 RIZKI_TUMOR_INVASIVENESS_2D_DN
RIZKI_TUMOR_INVASIVENESS_2D_...2         SET      63     0.099062    0.0057127       0.1064      0.17593 RIZKI_TUMOR_INVASIVENESS_2D_UP
RIZKI_TUMOR_INVASIVENESS_3D_...1         SET     248    -0.017252   -0.0019642      0.05658      0.61978 RIZKI_TUMOR_INVASIVENESS_3D_DN
RIZKI_TUMOR_INVASIVENESS_3D_...2         SET     196     0.075811    0.0076839     0.063503      0.11628 RIZKI_TUMOR_INVASIVENESS_3D_UP
RIZ_ERYTHROID_DIFFERENTIATION            SET      76      0.19033     0.012051     0.096033     0.023752 RIZ_ERYTHROID_DIFFERENTIATION
RIZ_ERYTHROID_DIFFERENTIATIO...1         SET      34      0.12374    0.0052462      0.16869      0.23162 RIZ_ERYTHROID_DIFFERENTIATION_12HR
RIZ_ERYTHROID_DIFFERENTIATIO...2         SET      37     0.039346      0.00174      0.14918      0.39599 RIZ_ERYTHROID_DIFFERENTIATION_6HR
RIZ_ERYTHROID_DIFFERENTIATIO...3         SET      25     0.027996     0.001018      0.21255      0.44761 RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2
RIZ_ERYTHROID_DIFFERENTIATIO...4         SET      40      0.13455    0.0061862      0.14077       0.1696 RIZ_ERYTHROID_DIFFERENTIATION_CCNE1
RIZ_ERYTHROID_DIFFERENTIATIO...5         SET      36     0.029797    0.0012998      0.16381      0.42783 RIZ_ERYTHROID_DIFFERENTIATION_HBZ
RIZ_ERYTHROID_DIFFERENTIATIO...6         SET      25     0.056793    0.0020652      0.18322      0.37829 RIZ_ERYTHROID_DIFFERENTIATION_HEMGN
RODRIGUES_DCC_TARGETS_DN                 SET     113     0.011064   0.00085338     0.086167      0.44892 RODRIGUES_DCC_TARGETS_DN
RODRIGUES_DCC_TARGETS_UP                 SET       5     -0.11256   -0.0018315      0.53264      0.58369 RODRIGUES_DCC_TARGETS_UP
RODRIGUES_NTN1_AND_DCC_TARGE...          SET      31      0.13892    0.0056245       0.1851      0.22648 RODRIGUES_NTN1_AND_DCC_TARGETS
RODRIGUES_NTN1_TARGETS_DN                SET     154      0.13036     0.011725     0.074962     0.041022 RODRIGUES_NTN1_TARGETS_DN
RODRIGUES_NTN1_TARGETS_UP                SET      14    -0.034514  -0.00093948      0.27072      0.55072 RODRIGUES_NTN1_TARGETS_UP
RODRIGUES_THYROID_CARCINOMA_...1         SET     488     0.036393    0.0057747     0.041754      0.19172 RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN
RODRIGUES_THYROID_CARCINOMA_...2         SET     665     0.036899    0.0068019      0.03528      0.14781 RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP
RODRIGUES_THYROID_CARCINOMA_...3         SET      72      0.14306    0.0088177      0.12162      0.11974 RODRIGUES_THYROID_CARCINOMA_DN
RODRIGUES_THYROID_CARCINOMA_...4         SET     736      0.05696     0.011025     0.034879     0.051238 RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN
RODRIGUES_THYROID_CARCINOMA_...5         SET     615     0.011924    0.0021166     0.036755      0.37282 RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP
RODRIGUES_THYROID_CARCINOMA_...6         SET      16     -0.09747   -0.0028362      0.24793      0.65289 RODRIGUES_THYROID_CARCINOMA_UP
RODWELL_AGING_KIDNEY_DN                  SET     133    -0.047173   -0.0039452     0.079556      0.72339 RODWELL_AGING_KIDNEY_DN
RODWELL_AGING_KIDNEY_NO_BLOO...1         SET     135    -0.054766   -0.0046143     0.080808      0.75103 RODWELL_AGING_KIDNEY_NO_BLOOD_DN
RODWELL_AGING_KIDNEY_NO_BLOO...2         SET     204     0.092084    0.0095198     0.066155      0.08198 RODWELL_AGING_KIDNEY_NO_BLOOD_UP
RODWELL_AGING_KIDNEY_UP                  SET     450     0.027374    0.0041754     0.043651      0.26529 RODWELL_AGING_KIDNEY_UP
ROESSLER_LIVER_CANCER_METAST...1         SET      50     0.011505   0.00059125      0.12008      0.46184 ROESSLER_LIVER_CANCER_METASTASIS_DN
ROESSLER_LIVER_CANCER_METAST...2         SET     103    -0.011344  -0.00083557     0.086942       0.5519 ROESSLER_LIVER_CANCER_METASTASIS_UP
ROETH_TERT_TARGETS_DN                    SET       9     -0.37958   -0.0082854      0.27909      0.91309 ROETH_TERT_TARGETS_DN
ROETH_TERT_TARGETS_UP                    SET      14      0.26167    0.0071227      0.24502      0.14278 ROETH_TERT_TARGETS_UP
ROPERO_HDAC2_TARGETS                     SET     100     0.071267    0.0051728     0.091594      0.21827 ROPERO_HDAC2_TARGETS
RORIE_TARGETS_OF_EWSR1_FLI1_...1         SET      25       0.2372    0.0086255      0.19152      0.10777 RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN
RORIE_TARGETS_OF_EWSR1_FLI1_...2         SET      26      0.23781    0.0088187      0.18581      0.10031 RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP
ROSS_ACUTE_MYELOID_LEUKEMIA_...          SET      81     0.051612    0.0033732      0.10789       0.3162 ROSS_ACUTE_MYELOID_LEUKEMIA_CBF
ROSS_AML_OF_FAB_M7_TYPE                  SET      66     0.024625    0.0014534      0.10755      0.40945 ROSS_AML_OF_FAB_M7_TYPE
ROSS_AML_WITH_AML1_ETO_FUSION            SET      71     -0.13811   -0.0084535      0.10764      0.90026 ROSS_AML_WITH_AML1_ETO_FUSION
ROSS_AML_WITH_CBFB_MYH11_FUS...          SET      48      0.12729    0.0064101       0.1416      0.18434 ROSS_AML_WITH_CBFB_MYH11_FUSION
ROSS_AML_WITH_MLL_FUSIONS                SET      69     -0.11975   -0.0072259      0.11404      0.85315 ROSS_AML_WITH_MLL_FUSIONS
ROSS_AML_WITH_PML_RARA_FUSION            SET      71    -0.016269  -0.00099578      0.10465      0.56177 ROSS_AML_WITH_PML_RARA_FUSION
ROSS_LEUKEMIA_WITH_MLL_FUSIO...          SET      74     0.096897    0.0060543      0.10843      0.18576 ROSS_LEUKEMIA_WITH_MLL_FUSIONS
ROSTY_CERVICAL_CANCER_PROLIF...          SET     136     0.021373    0.0018074     0.073694       0.3859 ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER
ROVERSI_GLIOMA_COPY_NUMBER_DN            SET      54      0.18698    0.0099853       0.1487      0.10431 ROVERSI_GLIOMA_COPY_NUMBER_DN
ROVERSI_GLIOMA_COPY_NUMBER_UP            SET      97      0.14801     0.010582      0.11796       0.1048 ROVERSI_GLIOMA_COPY_NUMBER_UP
ROVERSI_GLIOMA_LOH_REGIONS               SET      45     -0.22313     -0.01088      0.16583      0.91077 ROVERSI_GLIOMA_LOH_REGIONS
ROYLANCE_BREAST_CANCER_16Q_C...1         SET      24    -0.082335   -0.0029336      0.28018      0.61557 ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN
ROYLANCE_BREAST_CANCER_16Q_C...2         SET      61     0.045422    0.0025776      0.16407      0.39095 ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP
ROY_WOUND_BLOOD_VESSEL_DN                SET      19      -0.1048   -0.0033228      0.21456      0.68738 ROY_WOUND_BLOOD_VESSEL_DN
ROY_WOUND_BLOOD_VESSEL_UP                SET      46      0.27825     0.013717      0.14085     0.024112 ROY_WOUND_BLOOD_VESSEL_UP
ROZANOV_MMP14_CORRELATED                 SET      10     0.013329   0.00030666      0.34843      0.48474 ROZANOV_MMP14_CORRELATED
ROZANOV_MMP14_TARGETS_DN                 SET      32     0.061722    0.0025388      0.17769      0.36416 ROZANOV_MMP14_TARGETS_DN
ROZANOV_MMP14_TARGETS_SUBSET             SET      33      0.70099      0.02928      0.17535   3.2133e-05 ROZANOV_MMP14_TARGETS_SUBSET
ROZANOV_MMP14_TARGETS_UP                 SET     253     0.058396    0.0067143     0.058929      0.16086 ROZANOV_MMP14_TARGETS_UP
RUAN_RESPONSE_TO_TNF_DN                  SET      77      0.14046    0.0089518      0.10905     0.098875 RUAN_RESPONSE_TO_TNF_DN
RUAN_RESPONSE_TO_TNF_TROGLIT...1         SET      37      0.15228    0.0067346      0.16166      0.17311 RUAN_RESPONSE_TO_TNF_TROGLITAZONE_DN
RUAN_RESPONSE_TO_TNF_TROGLIT...2         SET      17    -0.028656  -0.00085949      0.23172      0.54921 RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP
RUAN_RESPONSE_TO_TNF_UP                  SET      13    -0.032315  -0.00084764      0.25165      0.55109 RUAN_RESPONSE_TO_TNF_UP
RUAN_RESPONSE_TO_TROGLITAZON...1         SET      16      0.14267    0.0041514      0.23408       0.2711 RUAN_RESPONSE_TO_TROGLITAZONE_DN
RUAN_RESPONSE_TO_TROGLITAZON...2         SET      24       0.3308     0.011787      0.20507     0.053369 RUAN_RESPONSE_TO_TROGLITAZONE_UP
RUIZ_TNC_TARGETS_DN                      SET     138      0.11266    0.0095961       0.0785     0.075634 RUIZ_TNC_TARGETS_DN
RUIZ_TNC_TARGETS_UP                      SET     149      0.22287      0.01972     0.078698    0.0023162 RUIZ_TNC_TARGETS_UP
RUTELLA_RESPONSE_TO_CSF2RB_A...1         SET     305     0.034394     0.004336     0.053207      0.25901 RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN
RUTELLA_RESPONSE_TO_CSF2RB_A...2         SET     316     0.076967    0.0098735     0.052099     0.069804 RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP
RUTELLA_RESPONSE_TO_HGF_DN               SET     228      0.01292    0.0014111     0.061492       0.4168 RUTELLA_RESPONSE_TO_HGF_DN
RUTELLA_RESPONSE_TO_HGF_UP               SET     393     0.081807     0.011679     0.046964      0.04077 RUTELLA_RESPONSE_TO_HGF_UP
RUTELLA_RESPONSE_TO_HGF_VS_C...1         SET     230     0.035087    0.0038488     0.061018      0.28264 RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_DN
RUTELLA_RESPONSE_TO_HGF_VS_C...2         SET     391      0.06967    0.0099215     0.047345     0.070581 RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP
RYAN_MANTLE_CELL_LYMPHOMA_NO...          SET     146      0.01271    0.0011133     0.084197      0.44001 RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP
SABATES_COLORECTAL_ADENOMA_DN            SET     263   0.00096045   0.00011256     0.061017      0.49372 SABATES_COLORECTAL_ADENOMA_DN
SABATES_COLORECTAL_ADENOMA_S...1         SET      10     -0.27873   -0.0064129      0.25703       0.8609 SABATES_COLORECTAL_ADENOMA_SIZE_DN
SABATES_COLORECTAL_ADENOMA_S...2         SET      19      0.32707      0.01037      0.18961     0.042281 SABATES_COLORECTAL_ADENOMA_SIZE_UP
SABATES_COLORECTAL_ADENOMA_UP            SET     131    -0.010131  -0.00084092     0.085777      0.54701 SABATES_COLORECTAL_ADENOMA_UP
SAENZ_DETOX_PATHWAY_AND_CARC...          SET      14     -0.14504   -0.0039481      0.25124      0.71813 SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN
SAFFORD_T_LYMPHOCYTE_ANERGY              SET      87     0.088934     0.006023      0.09801      0.18211 SAFFORD_T_LYMPHOCYTE_ANERGY
SAGIV_CD24_TARGETS_DN                    SET      45      0.25684     0.012524      0.12227     0.017848 SAGIV_CD24_TARGETS_DN
SAGIV_CD24_TARGETS_UP                    SET      22      0.24464    0.0083457      0.18314     0.090816 SAGIV_CD24_TARGETS_UP
SAKAI_CHRONIC_HEPATITIS_VS_L...1         SET      34      0.21608    0.0091611      0.14862     0.072998 SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN
SAKAI_CHRONIC_HEPATITIS_VS_L...2         SET      78    -0.031764   -0.0020374       0.1004      0.62414 SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP
SAKAI_TUMOR_INFILTRATING_MON...1         SET      75    -0.091058   -0.0057276     0.096693      0.82683 SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN
SAKAI_TUMOR_INFILTRATING_MON...2         SET      26      0.18417    0.0068296       0.1886      0.16442 SAKAI_TUMOR_INFILTRATING_MONOCYTES_UP
SALVADOR_MARTIN_PEDIATRIC_TB...1         SET      23      0.18271    0.0063732      0.19072      0.16904 SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_UP
SALVADOR_MARTIN_PEDIATRIC_TB...2         SET      17     -0.10861   -0.0032576       0.2362      0.67718 SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_PRE_TREATMENT_UP
SAMOLS_TARGETS_OF_KHSV_MIRNA...1         SET      50      0.19302    0.0099196       0.1432     0.088853 SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN
SAMOLS_TARGETS_OF_KHSV_MIRNA...2         SET       8     -0.20899    -0.004301       0.2999      0.75705 SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP
SANA_RESPONSE_TO_IFNG_DN                 SET      83    -0.077751   -0.0051437      0.09934      0.78309 SANA_RESPONSE_TO_IFNG_DN
SANA_RESPONSE_TO_IFNG_UP                 SET      75      0.17669     0.011114       0.1019     0.041467 SANA_RESPONSE_TO_IFNG_UP
SANA_TNF_SIGNALING_DN                    SET      77      0.16624     0.010595      0.10573     0.057939 SANA_TNF_SIGNALING_DN
SANA_TNF_SIGNALING_UP                    SET      81      0.10967    0.0071676      0.10132      0.13954 SANA_TNF_SIGNALING_UP
SANCHEZ_MDM2_TARGETS                     SET      11     -0.11298   -0.0027263      0.24498      0.67767 SANCHEZ_MDM2_TARGETS
SANDERSON_PPARA_TARGETS                  SET      15    -0.059862   -0.0016866      0.21669      0.60882 SANDERSON_PPARA_TARGETS
SANSOM_APC_MYC_TARGETS                   SET     229     0.038115    0.0041721     0.055799      0.24728 SANSOM_APC_MYC_TARGETS
SANSOM_APC_TARGETS                       SET     201     0.020057    0.0020583     0.064719      0.37832 SANSOM_APC_TARGETS
SANSOM_APC_TARGETS_DN                    SET     343      0.10667     0.014246     0.049077     0.014876 SANSOM_APC_TARGETS_DN
SANSOM_APC_TARGETS_REQUIRE_M...          SET     215  -0.00047949  -5.0874e-05     0.057293      0.50334 SANSOM_APC_TARGETS_REQUIRE_MYC
SANSOM_APC_TARGETS_UP                    SET     122     -0.12647    -0.010134     0.083723      0.93455 SANSOM_APC_TARGETS_UP
SANSOM_WNT_PATHWAY_REQUIRE_M...          SET      61      0.21301     0.012088      0.12348      0.04227 SANSOM_WNT_PATHWAY_REQUIRE_MYC
SARRIO_EPITHELIAL_MESENCHYMA...1         SET     135    0.0064279   0.00054158      0.08141      0.46853 SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN
SARRIO_EPITHELIAL_MESENCHYMA...2         SET     160      0.11505     0.010546     0.068602     0.046776 SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP
SARTIPY_BLUNTED_BY_INSULIN_R...1         SET      18     -0.26439   -0.0081594      0.25164      0.85328 SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN
SARTIPY_BLUNTED_BY_INSULIN_R...2         SET      17     0.030538   0.00091591      0.24355      0.45011 SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP
SARTIPY_NORMAL_AT_INSULIN_RE...1         SET      18     -0.16704   -0.0051552      0.18859      0.81212 SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN
SARTIPY_NORMAL_AT_INSULIN_RE...2         SET      29      0.24205     0.009479      0.17414     0.082277 SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP
SASAI_RESISTANCE_TO_NEOPLAST...          SET      49     0.071551    0.0036403       0.1413       0.3063 SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION
SASAI_TARGETS_OF_CXCR6_AND_P...1         SET       7      0.55007     0.010589      0.37558     0.071528 SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN
SASAI_TARGETS_OF_CXCR6_AND_P...2         SET      12     0.088686    0.0022351      0.27127      0.37187 SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP
SASAKI_ADULT_T_CELL_LEUKEMIA             SET     158      0.04992    0.0045474      0.07271      0.24618 SASAKI_ADULT_T_CELL_LEUKEMIA
SASAKI_TARGETS_OF_TP73_AND_T...          SET      12     -0.10276   -0.0025897      0.28494      0.64081 SASAKI_TARGETS_OF_TP73_AND_TP63
SASSON_FSH_RESPONSE                      SET       7      0.43934    0.0084577       0.4068      0.14008 SASSON_FSH_RESPONSE
SASSON_RESPONSE_TO_FORSKOLIN...1         SET      84      0.10659     0.007094     0.095498      0.13218 SASSON_RESPONSE_TO_FORSKOLIN_DN
SASSON_RESPONSE_TO_FORSKOLIN...2         SET      80    -0.016834   -0.0010934     0.096127      0.56951 SASSON_RESPONSE_TO_FORSKOLIN_UP
SASSON_RESPONSE_TO_GONADOTRO...1         SET      85       0.1258    0.0084215     0.098019     0.099686 SASSON_RESPONSE_TO_GONADOTROPHINS_DN
SASSON_RESPONSE_TO_GONADOTRO...2         SET      78    -0.020015   -0.0012838     0.096026      0.58255 SASSON_RESPONSE_TO_GONADOTROPHINS_UP
SATO_SILENCED_BY_DEACETYLATI...          SET      40     -0.21072   -0.0096889      0.14663      0.92464 SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER
SATO_SILENCED_BY_METHYLATION...1         SET     375     0.076263     0.010641     0.047781     0.055243 SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1
SATO_SILENCED_BY_METHYLATION...2         SET      40      0.21095    0.0096992      0.15113     0.081394 SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2
SATO_SILENCED_EPIGENETICALLY...          SET      40     0.069015    0.0031732       0.1437      0.31552 SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER
